id,category,english,korean,grammar_id,grammar_name,structure,difficulty,page,syntax_chunks_eng,syntax_chunks_kor,syntax_roles,role_in_sentence,variation_flags
L06-11,Main,It is these tiny seeds that change the book into a tree.,그 책을 나무로 변화시키는 것은 바로 이 작은 씨앗들이다.,G0606,It ~ that 강조구문,It is + N + that + V,상,112,It is these tiny seeds that | change the book into a tree.,그 책을 나무로 변화시키는 | 것은 바로 이 작은 씨앗들이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-12,Main,The bigger your imagination is," the more wonderful your books will become.,여러분의 상상력이 클수록, 여러분의 책은 더 멋지게 변할 것이다.,G0604,the + 비교급",the + 비교급,the + 비교급, the + 비교급,상,112,The bigger | your imagination is," the more wonderful your books will become.,여러분의 상상력이 | 클수록, 여러분의 책은 더 멋지게 변할 것이다.,G0604,the + 비교급",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-13,Focus In,The higher we go up," the farther we see.,우리가 더 높이 올라갈수록, 우리는 더 멀리 본다.,G0604,the + 비교급",the + 비교급,the + 비교급, the + 비교급,상,113,The higher | we go up," the farther we see.,우리가 더 높이 | 올라갈수록, 우리는 더 멀리 본다.,G0604,the + 비교급",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-14,Focus In,The deeper we go under the sea," the darker it gets.,우리가 바다 깊이 들어갈수록, 더 어두워진다.,G0604,the + 비교급",the + 비교급,the + 비교급, the + 비교급,상,113,The deeper we | go under the sea," the darker it gets.,우리가 바다 | 깊이 들어갈수록, 더 어두워진다.,G0604,the + 비교급",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-15,Focus In,It was Team Kim that beat the Canadian team in Gangneung in 2018.,2018년 강릉에서 캐나다 팀을 이긴 것은 바로 팀 킴이었다.,G0606,It ~ that 강조구문,It was + N + that + V,상,113,It was Team Kim that beat | the Canadian team in Gangneung in 2018.,2018년 강릉에서 캐나다 팀을 | 이긴 것은 바로 팀 킴이었다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-16,Focus In,It is the class field trip that I won’t forget.,내가 잊지 못할 것은 바로 학급 현장 체험 학습이다.,G0606,It ~ that 강조구문,It is + N + that + S + V,상,114,It is the class field | trip that I won’t forget.,내가 잊지 못할 것은 | 바로 학급 현장 체험 학습이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-17,Grammar,The lighter the drone is," the longer it flies.,드론이 더 가벼울수록, 더 오래 난다.,G0604,the + 비교급",the + 비교급,the + 비교급, the + 비교급,중,116,The lighter | the drone is," the longer it flies.,드론이 더 | 가벼울수록, 더 오래 난다.,G0604,the + 비교급",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-18,Grammar,The longer the tail is," the better it flies.,꼬리가 더 길수록, 더 잘 난다.,G0604,the + 비교급",the + 비교급,the + 비교급, the + 비교급,중,116,The longer | the tail is," the better it flies.,꼬리가 더 | 길수록, 더 잘 난다.,G0604,the + 비교급",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-19,Main,Register your book online and get an ID number.,책을 온라인에 등록하고 ID 번호를 받으세요.,G0602,명령문 + and,V ... and V ...,하,110,Register your book online | and get an ID number.,책을 온라인에 등록하고 | ID 번호를 받으세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-20,Main,As the water goes through the page," it changes into clean drinking water.,물이 페이지를 통과하면서 깨끗한 식수로 바뀐다.,G0608",G0608,접속사 as,as + S + V,중,111,As the water | goes through the page," it changes into clean drinking | water.,물이 페이지를 통과하면서 깨끗한 식수로 바뀐다.,G0608",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-021,Reading,There is a book-sharing project.,책 공유 프로젝트가 있습니다.,the + 비교급,the more S V, the more S V,상,110,There is | a book-sharing project.,책 공유 | 프로젝트가 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-022,Reading,"Next, leave it in a public place.","그다음, 그것을 공공장소에 두세요.",the + 비교급,the more S V, the more S V,상,110,"Next, leave it | in a public place.","그다음, 그것을 | 공공장소에 두세요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-023,Reading,"When the next reader finds your book and reports back to the website, you can check where your book is.","다음 독자가 당신의 책을 발견하여 웹사이트에 보고하면, 당신은 당신의 책이 어디에 있는지 확인할 수 있습니다.",the + 비교급,the more S V, the more S V,상,110,"When the next reader finds your book and reports back | to the website, you can check where your book is.","다음 독자가 당신의 책을 발견하여 웹사이트에 보고하면, | 당신은 당신의 책이 어디에 있는지 확인할 수 있습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-024,Reading,"This way, the whole world can become a big library.",이런 식으로 전 세계가 하나의 거대한 도서관이 될 수 있습니다.,the + 비교급,the more S V, the more S V,상,110,"This way, the whole world | can become a big library.",이런 식으로 전 세계가 하나의 | 거대한 도서관이 될 수 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-025,Reading,This tiny book is really important to people in my town.,이 작은 책은 우리 마을 사람들에게 정말 중요합니다.,G0606,It ~ that 강조구문 / 상관접속사,It is + N + that / both A and B,상,111,This tiny book is really | important to people in my town.,이 작은 책은 우리 | 마을 사람들에게 정말 중요합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-026,Reading,It is called the Drinkable Book.,그것은 '마시는 책(Drinkable Book)'이라고 불립니다.,G0606,It ~ that 강조구문 / 상관접속사,It is + N + that / both A and B,상,111,It is called | the Drinkable Book.,그것은 '마시는 | 책(Drinkable Book)'이라고 불립니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-027,Reading,Simply tear out a page and pour dirty water on it.,간단히 페이지를 찢어서 더러운 물을 그 위에 부으세요.,G0606,It ~ that 강조구문 / 상관접속사,It is + N + that / both A and B,상,111,Simply tear out a page | and pour dirty water on it.,간단히 페이지를 찢어서 더러운 | 물을 그 위에 부으세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-028,Reading,The Drinkable Book is made of special filter paper.,'마시는 책'은 특수 필터 종이로 만들어졌습니다.,G0607,주격 관계대명사 / 현재완료,that come from / have ever seen,중,111,The Drinkable Book is | made of special filter paper.,'마시는 책'은 특수 | 필터 종이로 만들어졌습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-029,Reading,This is the most amazing book that I have ever seen.,이것은 내가 본 가장 놀라운 책입니다.,G0607,주격 관계대명사 / 현재완료,that come from / have ever seen,중,111,This is the most amazing | book that I have ever seen.,이것은 내가 본 | 가장 놀라운 책입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-030,Reading,These are just a few of the unique books you can find.,이것들은 당신이 발견할 수 있는 몇 가지 독특한 책들일 뿐입니다.,G0604,the + 비교급,the bigger ... the more ...,상,112,These are just a few of | the unique books you can find.,이것들은 당신이 발견할 수 있는 | 몇 가지 독특한 책들일 뿐입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-031,Reading,What other unique books do you want to make?,당신은 또 어떤 독특한 책들을 만들고 싶나요?,G0604,the + 비교급,the bigger ... the more ...,상,112,What other unique books | do you want to make?,당신은 또 어떤 | 독특한 책들을 만들고 싶나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-032,Reading,What special project would you like to do with the books?,책으로 어떤 특별한 프로젝트를 하고 싶으세요?,G0604,the + 비교급,the bigger ... the more ...,상,112,What special project would you | like to do with the books?,책으로 어떤 특별한 | 프로젝트를 하고 싶으세요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-033,Extra/Extracted,"Title: We Are All Makers --- Lesson 06 --- [Page 99] Project Step 1     ׮ ੼੗ ഐ 1JH1FOঐഐ Option Step 3   ׮ Step 2   ׮ $PNFUPUIFTFBJOGSPOU PG(JCPOH.PVOUBJO ,FFQXBUDIJOH UIFFOFNZ “Climb up the mountain.” If I had soldiers to lead, I would use kites to send my messages.","제목: We Are All Makers --- 06과 --- [페이지 99] 프로젝트 단계 1 ׮ ੼੗ ഐ 1JH 1FO ঐഐ 옵션 단계 3 ׮ 2단계 ׮ $PNF UP UIF TFB JO GSPOU PG (JCPOH .PVOUBJO ,FFQ XBUDIJOH UIF FOFNZ “Climb up the 나에게 지휘할 군인이 있다면 연을 사용하여 메시지를 보낼 것입니다.",,조건의 접속사 / to부정사,If/Unless + S + V / to + V,중,99,"Title: We Are All Makers --- Lesson 06 --- [Page 99] Project Step 1     ׮ ੼੗ ഐ 1JH1FOঐഐ Option Step 3   | ׮ Step 2   ׮ $PNFUPUIFTFBJOGSPOU PG(JCPOH.PVOUBJO ,FFQXBUDIJOH UIFFOFNZ “Climb up the mountain.” If I had soldiers to lead, I would use kites to send my messages.","제목: We Are All Makers --- 06과 --- [페이지 99] 프로젝트 단계 1 ׮ ੼੗ ഐ 1JH 1FO ঐഐ 옵션 단계 3 ׮ 2단계 ׮ | $PNF UP UIF TFB JO GSPOU PG (JCPOH .PVOUBJO ,FFQ XBUDIJOH UIF FOFNZ “Climb up the 나에게 지휘할 군인이 있다면 연을 사용하여 메시지를 보낼 것입니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-034,Extra/Extracted,"For example, I would ﬂ  y a kite whose face looks like a mountain to make the soldiers climb up the mountain.",예를 들어 얼굴이 산처럼 생긴 연을 날려 군인들이 산에 오르게 할 수 있습니다.,,to부정사 / 관계대명사,to + V / Relative Pronoun,중,99,"For example, I would ﬂ  y a kite whose face | looks like a mountain to make the soldiers climb up the mountain.",예를 들어 얼굴이 산처럼 생긴 연을 | 날려 군인들이 산에 오르게 할 수 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-035,Extra/Extracted,Burn the enemy ship.,적의 함선을 불태워라.,,일반 문장,-,중,,Burn the | enemy ship.,적의 | 함선을 불태워라.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-036,Extra/Extracted,Shout all together.,모두 함께 외쳐보세요.,,비교급,Comparative,중,,Shout | all together.,모두 | 함께 외쳐보세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-037,Extra/Extracted,100 Lesson 5 [Page 100] More Info history of letters Hangeul was created by King Sejong.,100 5과 [페이지 100] 더보기 문자의 역사 한글은 세종대왕이 창제했습니다.,,수동태 / 현재분사/동명사,be + p.p. / V-ing,중,100,100 Lesson 5 [Page 100] More Info history | of letters Hangeul was created by King Sejong.,100 5과 [페이지 100] 더보기 | 문자의 역사 한글은 세종대왕이 창제했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-038,Extra/Extracted,"If we didn’t know Hangeul, we could not express ourselves easily.",한글을 모르면 쉽게 표현을 할 수가 없잖아요.,,조건의 접속사 / 조동사,If/Unless + S + V / Modal + V,중,100,"If we didn’t know Hangeul, | we could not express ourselves easily.",한글을 모르면 쉽게 | 표현을 할 수가 없잖아요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-039,Extra/Extracted,"At first, many people didn’t want to use this new writing system.",처음에는 많은 사람들이 이 새로운 문자 체계를 사용하고 싶어하지 않았습니다.,,to부정사 / 현재분사/동명사,to + V / V-ing,중,100,"At first, many people didn’t want | to use this new writing system.",처음에는 많은 사람들이 이 새로운 | 문자 체계를 사용하고 싶어하지 않았습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-040,Extra/Extracted,"However, King Sejong tried hard to help people use Hangeul.",하지만 세종대왕은 사람들이 한글을 사용할 수 있도록 열심히 노력했습니다.,,to부정사 / 현재분사/동명사,to + V / V-ing,중,100,"However, King Sejong tried hard | to help people use Hangeul.",하지만 세종대왕은 사람들이 한글을 | 사용할 수 있도록 열심히 노력했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-041,Extra/Extracted,"Thanks to him, we can express anything with Hangeul now.",그 덕분에 우리는 이제 한글로 무엇이든 표현할 수 있게 됐다.,,to부정사 / 조동사,to + V / Modal + V,중,100,"Thanks to him, we can | express anything with Hangeul now.",그 덕분에 우리는 이제 한글로 | 무엇이든 표현할 수 있게 됐다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-042,Extra/Extracted,Pictures Speak a Thousand Words 101 [Page 101] Learning Diary Words 1.,그림은 천 단어를 말해준다 101 [페이지 101] 일기 단어 학습 1.,,현재분사/동명사,V-ing,중,100,Pictures Speak a Thousand Words 101 | [Page 101] Learning Diary Words 1.,그림은 천 단어를 말해준다 101 | [페이지 101] 일기 단어 학습 1.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-043,Extra/Extracted,"gr Read & Write My dear love, I miss you so much, and I reach my arms out toward you, together with our three kids .","gr 읽고 쓰기 사랑하는 사랑아, 너무 보고 싶어 우리 세 아이와 함께 너를 향해 두 팔을 뻗는다.",,비교급,Comparative,중,101,"gr Read & Write My dear love, I miss you so much, and | I reach my arms out toward you, together with our three kids .","gr 읽고 쓰기 사랑하는 사랑아, 너무 보고 싶어 | 우리 세 아이와 함께 너를 향해 두 팔을 뻗는다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-044,Extra/Extracted,We are all in good health except for the little one.,우리는 작은 아이를 제외하고는 모두 건강합니다.,,일반 문장,-,중,,We are all in good | health except for the little one.,우리는 작은 아이를 | 제외하고는 모두 건강합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-045,Extra/Extracted,"He’s a little sick, but not seriously.",그는 조금 아프지만 심각하지는 않습니다.,,일반 문장,-,중,,"He’s a little | sick, but not seriously.",그는 조금 | 아프지만 심각하지는 않습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-046,Extra/Extracted,"I already sent you a letter, but there was no reply, so I am sad about it.",이미 편지를 보냈는데 답장이 없어서 너무 속상해요.,,비교급,Comparative,중,101,"I already sent you a letter, but there | was no reply, so I am sad about it.",이미 편지를 보냈는데 | 답장이 없어서 너무 속상해요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-047,Extra/Extracted,"If I got a letter from you, I would be very happy.",당신에게서 편지를 받으면 정말 기뻐할 것 같아요.,,조건의 접속사 / 조동사,If/Unless + S + V / Modal + V,중,101,"If I got a letter from | you, I would be very happy.",당신에게서 편지를 받으면 | 정말 기뻐할 것 같아요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-048,Extra/Extracted,"Your mother fell ill, and I’m going to visit her in the hospital with some money and food.",네 어머니가 편찮으셔서 내가 돈과 음식을 가지고 병원에 갈 예정이야.,,to부정사 / 현재분사/동명사,to + V / V-ing,중,101,"Your mother fell ill, and I’m going to visit | her in the hospital with some money and food.",네 어머니가 편찮으셔서 내가 돈과 | 음식을 가지고 병원에 갈 예정이야.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-049,Extra/Extracted,I’ll go there with our middle son while the oldest looks after the youngest.,"나는 큰 아들과 함께 거기로 갈 것이고, 큰 아들은 막내를 돌볼 것이다.",,시간의 접속사 / 비교급,When/While + S + V / Comparative,중,101,I’ll go there with our middle son | while the oldest looks after the youngest.,"나는 큰 아들과 함께 거기로 갈 | 것이고, 큰 아들은 막내를 돌볼 것이다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-050,Extra/Extracted,(1)   This is the first letter she sent to her husband.,(1) 이것은 그녀가 남편에게 보낸 첫 번째 편지입니다.,,to부정사 / 비교급,to + V / Comparative,중,101,(1)   This is the | first letter she sent to her husband.,(1) 이것은 그녀가 남편에게 | 보낸 첫 번째 편지입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-051,Extra/Extracted,"(2)   Her mother fell ill, and she is going to visit her mother in the hospital.",(2) 그녀의 어머니가 아프셔서 병원에 있는 어머니를 방문할 예정이다.,,to부정사 / 현재분사/동명사,to + V / V-ing,중,101,"(2)   Her mother fell ill, and she | is going to visit her mother in the hospital.",(2) 그녀의 어머니가 아프셔서 | 병원에 있는 어머니를 방문할 예정이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-052,Extra/Extracted,(3)   She’ll go to the hospital with her three kids.,(3) 그녀는 세 자녀와 함께 병원에 갈 것이다.,,to부정사 / 비교급,to + V / Comparative,중,101,(3)   She’ll go to | the hospital with her three kids.,(3) 그녀는 세 자녀와 | 함께 병원에 갈 것이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-053,Extra/Extracted,"(1)   If she   her husband’s reply, she be very happy.",(1) 남편이 대답하면 그녀는 매우 기뻐한다.,,조건의 접속사 / 비교급,If/Unless + S + V / Comparative,중,101,"(1)   If she   | her husband’s reply, she be very happy.",(1) 남편이 대답하면 | 그녀는 매우 기뻐한다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-054,Extra/Extracted,(2)   This letter was sent to a man mother is sick.,(2) 이 편지는 어머니가 아픈 남자에게 보냈습니다.,,to부정사 / 비교급,to + V / Comparative,중,101,(2)   This letter was | sent to a man mother is sick.,(2) 이 편지는 | 어머니가 아픈 남자에게 보냈습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-055,Extra/Extracted,We should try hard to make them understand us better by using pictures or gestures.,우리는 사진이나 몸짓을 사용하여 그들이 우리를 더 잘 이해할 수 있도록 노력해야 합니다.,,to부정사 / 조동사,to + V / Modal + V,중,101,We should try hard to make them | understand us better by using pictures or gestures.,우리는 사진이나 몸짓을 사용하여 그들이 우리를 | 더 잘 이해할 수 있도록 노력해야 합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-056,Extra/Extracted,Listen & Speak There is no An enemy is coming to the .,듣고 말하기 적이 없습니다.,,to부정사 / 현재분사/동명사,to + V / V-ing,중,102,Listen & Speak There is no | An enemy is coming to the .,듣고 말하기 | 적이 없습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-057,Extra/Extracted,A   What does it mean?,A은 무슨 뜻인가요?,,의문사 구문,Wh-word,중,101,A   | What does it mean?,A은 | 무슨 뜻인가요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-058,Extra/Extracted,I’m curious about Adapted from Can you work out what this illiterate woman’s letter to her lover says?,이 문맹 여성이 연인에게 보낸 편지에 담긴 내용이 무엇인지 알 수 있나요?,,to부정사 / 의문사 구문,to + V / Wh-word,중,101,I’m curious about Adapted from Can you work out | what this illiterate woman’s letter to her lover says?,이 문맹 여성이 연인에게 보낸 편지에 | 담긴 내용이 무엇인지 알 수 있나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-059,Extra/Extracted,"(Dave Burke, 2015) (1) (2) 102 Lesson 5 [Page 102] There’s no place I’d rather be Words Listen & Speak Read & Write Rather Be by P entatonix Let’s Sing Along If you gave me a chance, I would take it I would wait forever.","(Dave Burke, 2015) (1) (2) 102 Lesson 5 [Page 102] There is no place I'd 차라리 be Words Listen & Speak Read & Write 차라리 Be by Pentatonix Let's Sing Along 기회를 주셨다면 붙잡겠습니다 영원히 기다리겠습니다.",,조건의 접속사 / 조동사,If/Unless + S + V / Modal + V,중,102,"(Dave Burke, 2015) (1) (2) 102 Lesson 5 [Page 102] There’s no place I’d rather be Words Listen & Speak Read & | Write Rather Be by P entatonix Let’s Sing Along If you gave me a chance, I would take it I would wait forever.","(Dave Burke, 2015) (1) (2) 102 Lesson 5 [Page 102] There is no place I'd 차라리 be Words | Listen & Speak Read & Write 차라리 Be by Pentatonix Let's Sing Along 기회를 주셨다면 붙잡겠습니다 영원히 기다리겠습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-060,Extra/Extracted,But as long as you are with me Pictures Speak a Thousand Words 103 [Page 103] Self-check׮ Which do you like better?,하지만 당신이 나와 함께 있는 한 사진 천 마디 말 103 [페이지 103] 자기 점검 ׮ 어느 것이 더 마음에 드나요?,,이유의 접속사 / 관계대명사,Because/Since + S + V / Relative Pronoun,중,102,But as long as you are with me Pictures Speak a | Thousand Words 103 [Page 103] Self-check׮ Which do you like better?,하지만 당신이 나와 함께 있는 한 사진 천 마디 말 | 103 [페이지 103] 자기 점검 ׮ 어느 것이 더 마음에 드나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-061,Extra/Extracted,Get Ready׮ We’ll learn ....,준비하세요 ׮ 우리는 배울 것입니다 ....,,일반 문장,-,중,,Get Ready׮ | We’ll learn ....,준비하세요 ׮ 우리는 | 배울 것입니다 ....,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-062,Extra/Extracted,Lesson 104 Lesson 6 [Page 104] Watch & Think We Are All Makers 105 [Page 105] A     Listen and number.,104과 6과 [104페이지] 보고 생각하기 우리는 모두 제작자입니다. 105 [105페이지] A 듣고 번호를 매깁니다.,,비교급,Comparative,중,104,Lesson 104 Lesson 6 [Page 104] Watch & Think We Are All | Makers 105 [Page 105] A     Listen and number.,104과 6과 [104페이지] 보고 생각하기 우리는 모두 | 제작자입니다. 105 [105페이지] A 듣고 번호를 매깁니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-063,Extra/Extracted,׮ Start O f f Your Turn Talk with your partner.,׮ 귀하의 차례 시작 파트너와 대화하십시오.,,비교급,Comparative,중,105,׮ Start O f f | Your Turn Talk with your partner.,׮ 귀하의 차례 | 시작 파트너와 대화하십시오.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-064,Extra/Extracted,I hate holding things in my hands.,나는 손에 물건을 쥐는 것을 싫어한다.,,현재분사/동명사,V-ing,중,106,I hate holding | things in my hands.,나는 손에 물건을 | 쥐는 것을 싫어한다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-065,Extra/Extracted,Speak Up Look and talk.׮ paper / digital cloth / photo pop-up / shape coloring / sound e.g.,Speak Up 보고 이야기하세요. ׮ 종이 / 디지털 옷감 / 사진 팝업 / 모양 색칠 / 소리.,,현재분사/동명사 / 비교급,V-ing / Comparative,중,106,Speak Up Look and talk.׮ paper / digital cloth | / photo pop-up / shape coloring / sound e.g.,Speak Up 보고 이야기하세요. ׮ 종이 / 디지털 | 옷감 / 사진 팝업 / 모양 색칠 / 소리.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-066,Extra/Extracted,B I prefer working alone.,B 나는 혼자 일하는 걸 더 좋아해.,,현재분사/동명사 / 비교급,V-ing / Comparative,중,106,B I | prefer working alone.,B 나는 혼자 | 일하는 걸 더 좋아해.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-067,Extra/Extracted,"/ Well, I prefer working on a team.","/ 글쎄요, 저는 팀으로 일하는 걸 더 좋아해요.",,현재분사/동명사 / 비교급,V-ing / Comparative,중,106,"/ Well, I prefer | working on a team.","/ 글쎄요, 저는 팀으로 | 일하는 걸 더 좋아해요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-068,Extra/Extracted,Can I join your book-making project?,당신의 책 만들기 프로젝트에 참여할 수 있나요?,,조동사 / 현재분사/동명사,Modal + V / V-ing,중,106,Can I join | your book-making project?,당신의 책 만들기 | 프로젝트에 참여할 수 있나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-069,Extra/Extracted,Let me introduce you to the digital book team.,디지털북팀을 소개하겠습니다.,,to부정사 / 사역동사,to + V / make/have/let + O + V,중,106,Let me introduce you | to the digital book team.,디지털북팀을 | 소개하겠습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
