id,category,english,korean,grammar_id,grammar_name,structure,difficulty,page,syntax_chunks_eng,syntax_chunks_kor,syntax_roles,role_in_sentence,variation_flags
L05-11,Main,I hired a man whose sons are good workers.,나는 아들들이 일을 잘하는 한 남자를 고용했습니다.,G0511,소유격 관계대명사,N + whose + N + V,상,93,I hired a man | whose sons are good workers.,나는 아들들이 일을 | 잘하는 한 남자를 고용했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-12,Main,I got enough oil to fill a large pot and a small one.,나는 큰 단지와 작은 단지를 채울 만큼 충분한 기름을 얻었습니다.,G0512,형용사/부사 수식,enough + N + to + V,중,93,I got enough oil to fill | a large pot and a small one.,나는 큰 단지와 작은 단지를 | 채울 만큼 충분한 기름을 얻었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-13,Main,But whether one or the other wins," it’s the same.,그러나 이쪽이 이기든 저쪽이 이기든 그것은 마찬가지입니다.,G0513",G0513,접속사 whether,whether A or B,중,93,But whether one | or the other wins," it’s the same.,그러나 이쪽이 | 이기든 저쪽이 이기든 그것은 마찬가지입니다.,G0513",Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L05-14,Main,I would be so happy if you were with me.,"당신이 나와 함께 있다면 정말 행복할 거예요.,G0508,가정법 과거",가정법 과거,If + S + were, S + would + V,상,94,I would be so happy | if you were with me.,"당신이 나와 함께 있다면 | 정말 행복할 거예요.,G0508,가정법 과거",Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L05-15,Main,It was written in 1973 by a woman whose husband was far away.,그것은 남편이 멀리 떨어져 있던 한 여인에 의해 1973년에 쓰였다.,G0511,소유격 관계대명사,N + whose + N + V,상,91,It was written in 1973 by | a woman whose husband was far away.,그것은 남편이 멀리 떨어져 있던 | 한 여인에 의해 1973년에 쓰였다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-16,Grammar,Pictures speak a thousand words," you know.,알다시피 그림은 천 마디 말보다 더 많은 것을 전달하죠.,G0514",G0514,격언 표현,speak a thousand words,하,89,Pictures speak | a thousand words," you know.,알다시피 그림은 천 | 마디 말보다 더 많은 것을 전달하죠.,G0514",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-17,Focus In,Lala is the girl whose dog wants a hot dog.,라라는 개가 핫도그를 원하는 소녀이다.,G0511,소유격 관계대명사,N + whose + N + V,상,95,Lala is the girl whose | dog wants a hot dog.,라라는 개가 | 핫도그를 원하는 소녀이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-18,Focus In,If I had wings," I would fly in the sky.,나에게 날개가 있다면 하늘을 날 수 있을 텐데.,G0508,가정법 과거",가정법 과거,If + S + had, S + would + V,상,95,If I | had wings," I would fly in the sky.,나에게 | 날개가 있다면 하늘을 날 수 있을 텐데.,G0508,가정법 과거",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-19,Focus In,If I were a bird," I would fly to Busan to meet my friend.,내가 새라면 친구를 만나러 부산으로 날아갈 텐데.,G0508,가정법 과거",가정법 과거,If + S + were, S + would + V,상,96,If I | were a bird," I would fly to Busan to meet | my friend.,내가 새라면 친구를 만나러 부산으로 날아갈 텐데.,G0508,가정법 과거",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-20,Focus In,The animal whose neck is long is a giraffe.,목이 긴 동물은 기린이다.,G0511,소유격 관계대명사,N + whose + N + V,상,96,The animal whose neck | is long is a giraffe.,목이 긴 | 동물은 기린이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-021,Reading,Speaking to family members or friends in a foreign country is rather easy and simple today.,오늘날 타국에 있는 가족이나 친구에게 말을 거는 것은 꽤 쉽고 간단합니다.,G0505,동명사 주어 / 비교급 수식,Speaking / a lot harder,하,91,Speaking to family members or friends in a | foreign country is rather easy and simple today.,오늘날 타국에 있는 가족이나 친구에게 | 말을 거는 것은 꽤 쉽고 간단합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-022,Reading,"But before the days of phones and the Internet, it was not that easy.",하지만 전화와 인터넷이 없던 시절에는 그리 쉬운 일이 아니었습니다.,G0505,동명사 주어 / 비교급 수식,Speaking / a lot harder,하,91,"But before the days of phones and | the Internet, it was not that easy.",하지만 전화와 인터넷이 없던 | 시절에는 그리 쉬운 일이 아니었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-023,Reading,People just sent a letter and waited for a reply for weeks.,사람들은 단지 편지를 보내고 수주 동안 답장을 기다렸습니다.,G0505,동명사 주어 / 비교급 수식,Speaking / a lot harder,하,91,People just sent a letter and | waited for a reply for weeks.,사람들은 단지 편지를 보내고 | 수주 동안 답장을 기다렸습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-024,Reading,And it was a lot harder if they couldn’t read or write.,그리고 그들이 읽거나 쓸 수 없다면 그것은 훨씬 더 힘든 일이었습니다.,G0505,동명사 주어 / 비교급 수식,Speaking / a lot harder,하,91,And it was a lot harder | if they couldn’t read or write.,그리고 그들이 읽거나 쓸 수 | 없다면 그것은 훨씬 더 힘든 일이었습니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L05-025,Reading,This letter shows how people got over these difficulties.,이 편지는 사람들이 이러한 어려움을 어떻게 극복했는지 보여줍니다.,G0511,소유격 관계대명사 / 접속사 while,whose husband / while S + V,상,91,This letter shows how | people got over these difficulties.,이 편지는 사람들이 이러한 | 어려움을 어떻게 극복했는지 보여줍니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L05-026,Reading,"She lived in Sicily, an Italian island, while her husband worked in Germany.","그녀는 이탈리아의 한 섬인 시칠리아에 살았고, 그녀의 남편은 독일에서 일했습니다.",G0511,소유격 관계대명사 / 접속사 while,whose husband / while S + V,상,91,"She lived in Sicily, an Italian | island, while her husband worked in Germany.","그녀는 이탈리아의 한 섬인 시칠리아에 | 살았고, 그녀의 남편은 독일에서 일했습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-027,Reading,This letter was discovered by Sicilian writer Gesualdo Bufalino.,이 편지는 시칠리아 작가 제수알도 부팔리노에 의해 발견되었습니다.,G0511,소유격 관계대명사 / 접속사 while,whose husband / while S + V,상,91,This letter was discovered | by Sicilian writer Gesualdo Bufalino.,이 편지는 시칠리아 작가 | 제수알도 부팔리노에 의해 발견되었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-028,Reading,We are all in good health except for the little one.,우리 모두는 막내를 빼고는 건강합니다.,G0508,가정법 과거 / 어휘 표현,If I got ... I would / look after,상,92,We are all in good | health except for the little one.,우리 모두는 | 막내를 빼고는 건강합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-029,Reading,"He’s a little sick, but not seriously.",그는 약간 아프지만 심각하지는 않습니다.,G0508,가정법 과거 / 어휘 표현,If I got ... I would / look after,상,92,"He’s a little | sick, but not seriously.",그는 약간 | 아프지만 심각하지는 않습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-030,Reading,"I already sent you a letter, but there was no reply, so I am sad about it.",내가 이미 당신에게 편지를 보냈지만 답장이 없어서 슬퍼요.,G0508,가정법 과거 / 어휘 표현,If I got ... I would / look after,상,92,"I already sent you a letter, but there | was no reply, so I am sad about it.",내가 이미 당신에게 편지를 | 보냈지만 답장이 없어서 슬퍼요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-031,Reading,We picked lots of olives from our olive trees this year.,올해 우리는 올리브 나무에서 많은 올리브를 땄습니다.,G0511,소유격 관계대명사 / 어구 표현,whose sons / knock down,상,93,We picked lots of olives | from our olive trees this year.,올해 우리는 올리브 | 나무에서 많은 올리브를 땄습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-032,Reading,"He knocked the olives down, and his two sons helped him, picking them up from the ground.","그가 올리브를 털었고, 그의 두 아들이 바닥에서 그것들을 줍는 것을 도왔습니다.",G0511,소유격 관계대명사 / 어구 표현,whose sons / knock down,상,93,"He knocked the olives down, and his two | sons helped him, picking them up from the ground.","그가 올리브를 털었고, 그의 두 | 아들이 바닥에서 그것들을 줍는 것을 도왔습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-033,Reading,"I paid him 27,000 lire for the work.",나는 그 일의 보수로 그에게 2만 7천 리레를 주었습니다.,G0511,소유격 관계대명사 / 어구 표현,whose sons / knock down,상,93,"I paid him 27,000 | lire for the work.",나는 그 일의 보수로 | 그에게 2만 7천 리레를 주었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-034,Reading,"I spent 12,000 more for the olive press.",올리브 압착기를 위해 1만 2천 리레를 더 썼습니다.,G0511,소유격 관계대명사 / 어구 표현,whose sons / knock down,상,93,"I spent 12,000 more | for the olive press.",올리브 압착기를 위해 1만 | 2천 리레를 더 썼습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-035,Reading,"I can sell it at a price of 1,300 lire a liter.","나는 그것을 리터당 1,300리레의 가격으로 팔 수 있습니다.",G0511,소유격 관계대명사 / 어구 표현,whose sons / knock down,상,93,"I can sell it at a | price of 1,300 lire a liter.","나는 그것을 리터당 1,300리레의 | 가격으로 팔 수 있습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-036,Reading,"I had two workers prepare our field and plant seeds for 150,000 lire.",나는 15만 리레를 주고 일꾼 두 명을 불러서 우리 밭을 준비하고 씨앗을 심게 했습니다.,G0513,so ~ that 구문 / 접속사 whether,so many seats that / whether A or B,중,93,"I had two workers prepare our | field and plant seeds for 150,000 lire.",나는 15만 리레를 주고 일꾼 두 명을 | 불러서 우리 밭을 준비하고 씨앗을 심게 했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-037,Reading,I voted for the DC.,나는 기독교민주당을 위해 투표했습니다.,G0513,so ~ that 구문 / 접속사 whether,so many seats that / whether A or B,중,93,I voted | for the DC.,나는 기독교민주당을 | 위해 투표했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-038,Reading,The PCI lost so many seats that it almost seems dead.,이탈리아 공산당은 의석을 너무 많이 잃어서 거의 사멸한 것 같습니다.,G0513,so ~ that 구문 / 접속사 whether,so many seats that / whether A or B,중,93,The PCI lost so many | seats that it almost seems dead.,이탈리아 공산당은 의석을 너무 많이 | 잃어서 거의 사멸한 것 같습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-039,Reading,Nothing changes for us poor people.,우리 가난한 사람들을 위해 바뀌는 것은 아무것도 없습니다.,G0513,so ~ that 구문 / 접속사 whether,so many seats that / whether A or B,중,93,Nothing changes for | us poor people.,우리 가난한 사람들을 위해 | 바뀌는 것은 아무것도 없습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-040,Reading,"We worked yesterday, and we will work again tomorrow.",우리는 어제 일했고 내일 또 일할 것입니다.,G0513,so ~ that 구문 / 접속사 whether,so many seats that / whether A or B,중,93,"We worked yesterday, and | we will work again tomorrow.",우리는 어제 일했고 | 내일 또 일할 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-041,Reading,"My love, my heart thinks of you as Christmas is coming.","내 사랑, 크리스마스가 다가오니 내 마음은 당신 생각뿐입니다.",G0508,가정법 과거 / 감정 표현,If you were ... I would,상,94,"My love, my heart thinks | of you as Christmas is coming.","내 사랑, 크리스마스가 다가오니 | 내 마음은 당신 생각뿐입니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-042,Reading,We all miss you so much.,우리 모두 당신을 너무 그리워합니다.,G0508,가정법 과거 / 감정 표현,If you were ... I would,상,94,We all miss | you so much.,우리 모두 | 당신을 너무 그리워합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-043,Reading,I’m sending you a big hug from me and our three little kids.,나와 세 명의 어린 아이들의 큰 포옹을 당신에게 보냅니다.,G0508,가정법 과거 / 감정 표현,If you were ... I would,상,94,I’m sending you a big hug | from me and our three little kids.,나와 세 명의 어린 | 아이들의 큰 포옹을 당신에게 보냅니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-044,Reading,"Goodbye, dear love.","안녕, 사랑하는 당신.",G0508,가정법 과거 / 감정 표현,If you were ... I would,상,94,"Goodbye, | dear love.","안녕, | 사랑하는 당신.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-045,Reading,"My heart is yours, joined to you as our two rings are.",내 마음은 우리의 두 반지처럼 당신과 하나인 당신의 것입니다.,G0508,가정법 과거 / 감정 표현,If you were ... I would,상,94,"My heart is yours, joined to | you as our two rings are.",내 마음은 우리의 두 | 반지처럼 당신과 하나인 당신의 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-046,Extra/Extracted,"Witch 1:  Frog Prince, you say?",마녀 1: 개구리 왕자라고요?,,일반 문장,-,중,81,"Witch 1:  | Frog Prince, you say?",마녀 1: | 개구리 왕자라고요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-047,Extra/Extracted,You don’t look like a frog.,당신은 개구리처럼 보이지 않습니다.,,일반 문장,-,중,,You don’t look | like a frog.,당신은 개구리처럼 | 보이지 않습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-048,Extra/Extracted,"Well, it doesn’t matter.","글쎄, 그것은 중요하지 않습니다.",,비교급,Comparative,중,81,"Well, it | doesn’t matter.","글쎄, 그것은 | 중요하지 않습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-049,Extra/Extracted,"If you’re a prince, you’re a prince.",당신이 왕자라면 당신은 왕자입니다.,,조건의 접속사,If/Unless + S + V,중,,"If you’re a | prince, you’re a prince.",당신이 왕자라면 | 당신은 왕자입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-050,Extra/Extracted,And I won’t let you save Snow White.,그리고 백설공주를 구하게 놔두지 않을 거예요.,,사역동사,make/have/let + O + V,중,,And I won’t let | you save Snow White.,그리고 백설공주를 구하게 | 놔두지 않을 거예요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-051,Extra/Extracted,"Here, eat the rest of this apple.","자, 이 사과의 남은 부분을 먹어보세요.",,최상급,Superlative,중,81,"Here, eat the | rest of this apple.","자, 이 사과의 | 남은 부분을 먹어보세요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-052,Extra/Extracted,"Prince:  No, thank you.","프린스: 아니요, 고마워요.",,일반 문장,-,중,81,"Prince:  | No, thank you.","프린스: | 아니요, 고마워요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-053,Extra/Extracted,That’s not what I want!,그건 내가 원하는 게 아니야!,,접속사/관계대명사 that / 의문사 구문,that + S + V / N + that / Wh-word,중,81,That’s not | what I want!,그건 내가 | 원하는 게 아니야!,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-054,Extra/Extracted,"into    run away Witch 1:  (Coming out of the house) Hi, Prince.",도망가다 마녀 1: (집에서 나오며) 안녕 왕자님.,,현재분사/동명사,V-ing,중,,"into    run away Witch 1: |  (Coming out of the house) Hi, Prince.",도망가다 마녀 1: | (집에서 나오며) 안녕 왕자님.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-055,Extra/Extracted,How are you feeling?,기분이 어때요?,,의문사 구문 / 현재분사/동명사,Wh-word / V-ing,중,,How are | you feeling?,기분이 | 어때요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-056,Extra/Extracted,Prince:   I’m glad to meet you.,프린스: 만나서 반가워요.,,to부정사,to + V,중,81,Prince:   I’m | glad to meet you.,프린스: | 만나서 반가워요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-057,Extra/Extracted,I’m the Frog Prince.,나는 개구리 왕자다.,,일반 문장,-,중,81,I’m the | Frog Prince.,나는 | 개구리 왕자다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-058,Extra/Extracted,I hope you can turn me back into a frog so I can live happily ever after.,저를 다시 개구리로 바꿔서 오래오래 행복하게 살 수 있기를 바랍니다.,,시간의 접속사 / 조동사,When/While + S + V / Modal + V,중,81,I hope you can turn me back into | a frog so I can live happily ever after.,저를 다시 개구리로 바꿔서 오래오래 | 행복하게 살 수 있기를 바랍니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-059,Extra/Extracted,82 Special Lesson ₖ [Page 82] (Prince and Witch 2 come in.) Prince:  Ms.,82 특별과 ₖ [82 페이지] (왕자와 마녀 2가 들어옵니다.) Prince: Ms.,,일반 문장,-,중,81,82 Special Lesson ₖ [Page 82] (Prince | and Witch 2 come in.) Prince:  Ms.,82 특별과 ₖ [82 페이지] | (왕자와 마녀 2가 들어옵니다.) Prince: Ms.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-060,Extra/Extracted,"Witch 2:  If you’re a frog, I’m the King of France.",마녀 2: 당신이 개구리라면 나는 프랑스의 왕이다.,,조건의 접속사 / 현재분사/동명사,If/Unless + S + V / V-ing,중,82,"Witch 2:  If you’re a | frog, I’m the King of France.",마녀 2: 당신이 | 개구리라면 나는 프랑스의 왕이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-061,Extra/Extracted,"Prince:  No, I’m not a frog.","왕자: 아니요, 저는 개구리가 아닙니다.",,일반 문장,-,중,82,"Prince:  No, | I’m not a frog.","왕자: 아니요, | 저는 개구리가 아닙니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-062,Extra/Extracted,But I need a witch to turn me back into a frog so I can live happily ever after.,하지만 내가 영원히 행복하게 살 수 있도록 나를 개구리로 되돌려줄 마녀가 필요해요.,,시간의 접속사 / to부정사,When/While + S + V / to + V,중,81,But I need a witch to turn me back | into a frog so I can live happily ever after.,하지만 내가 영원히 행복하게 살 수 | 있도록 나를 개구리로 되돌려줄 마녀가 필요해요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-063,Extra/Extracted,Witch 2:  Let’s talk about it inside.,마녀 2: 내부에서 얘기해보자.,,일반 문장,-,중,82,Witch 2:  Let’s | talk about it inside.,마녀 2: | 내부에서 얘기해보자.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-064,Extra/Extracted,I will serve you a delicious lunch.,맛있는 점심을 대접하겠습니다.,,조동사,Modal + V,중,82,I will serve | you a delicious lunch.,맛있는 | 점심을 대접하겠습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-065,Extra/Extracted,Prince:  Thank you for inviti ng me.,프린스: 초대해 주셔서 감사합니다.,,일반 문장,-,중,82,Prince:  Thank you | for inviti ng me.,프린스: 초대해 | 주셔서 감사합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-066,Extra/Extracted,"Oh, this house is made of cookies and candies.","아, 이 집은 쿠키와 사탕으로 이루어져 있어요.",,일반 문장,-,중,82,"Oh, this house is | made of cookies and candies.","아, 이 집은 | 쿠키와 사탕으로 이루어져 있어요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-067,Extra/Extracted,Do you know any children by the name of Hansel and Gretel?,헨젤과 그레텔이라는 이름의 아이들을 아시나요?,,일반 문장,-,중,,Do you know any children by | the name of Hansel and Gretel?,헨젤과 그레텔이라는 | 이름의 아이들을 아시나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-068,Extra/Extracted,"Witch 2:  Yes, Prince, I do.","마녀 2: 네, 왕자님, 그렇죠.",,일반 문장,-,중,82,"Witch 2:  | Yes, Prince, I do.","마녀 2: | 네, 왕자님, 그렇죠.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-069,Extra/Extracted,"(With her mouth watering) They are not fat enough yet, but you are ....",(군침을 흘리며) 아직 충분히 뚱뚱하지는 않은데 당신은....,,현재분사/동명사 / 비교급,V-ing / Comparative,중,82,"(With her mouth watering) They are not | fat enough yet, but you are ....",(군침을 흘리며) 아직 | 충분히 뚱뚱하지는 않은데 당신은....,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-070,Extra/Extracted,I am the Frog Prince.,나는 개구리 왕자다.,,일반 문장,-,중,,I am | the Frog Prince.,나는 | 개구리 왕자다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-071,Extra/Extracted,Could you turn me back into a frog so I can live happily ever after?,나를 다시 개구리로 바꿔서 영원히 행복하게 살 수 있게 해주시겠어요?,,시간의 접속사 / 조동사,When/While + S + V / Modal + V,중,81,Could you turn me back into a | frog so I can live happily ever after?,나를 다시 개구리로 바꿔서 영원히 | 행복하게 살 수 있게 해주시겠어요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-072,Extra/Extracted,"Fairy:  Well, I’m on my way to see Cinderella, but I’ll give it a try.","요정: 음, 신데렐라를 보러 가는 길이지만 한 번 가볼게요.",,to부정사,to + V,중,83,"Fairy:  Well, I’m on my way to | see Cinderella, but I’ll give it a try.","요정: 음, 신데렐라를 보러 | 가는 길이지만 한 번 가볼게요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-073,Extra/Extracted,"It’s my fi  rst time, you know.","나 이번이 처음이야, 알잖아.",,일반 문장,-,중,83,"It’s my fi  | rst time, you know.","나 이번이 | 처음이야, 알잖아.",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-074,Extra/Extracted,( Fairy turns Prince into a wheel.) Oops!,(요정은 왕자를 바퀴로 변신시킵니다.) 이런!,,일반 문장,-,중,83,( Fairy turns Prince | into a wheel.) Oops!,(요정은 왕자를 | 바퀴로 변신시킵니다.) 이런!,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-075,Extra/Extracted,"Sorry, but don’t worry.",미안하지만 걱정하지 마세요.,,일반 문장,-,중,83,"Sorry, but | don’t worry.",미안하지만 | 걱정하지 마세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-076,Extra/Extracted,Everything will be okay.,모든 것이 괜찮을 것입니다.,,조동사 / 현재분사/동명사,Modal + V / V-ing,중,,Everything will | be okay.,모든 것이 | 괜찮을 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-077,Extra/Extracted,"Prince:  (To himself) Oh, what a fool I’ve been!","프린스: (혼자서) 아, 정말 바보같았어!",,to부정사 / 의문사 구문,to + V / Wh-word,중,83,"Prince:  (To himself) Oh, | what a fool I’ve been!","프린스: (혼자서) | 아, 정말 바보같았어!",Main Clause | Sub Clause,AutoParsed,generic_concept
L05-078,Extra/Extracted,"I want to be sitting at home with the Princess, living happily ever after.",나는 공주님과 함께 집에 앉아 행복하게 살고 싶습니다.,,시간의 접속사 / to부정사,When/While + S + V / to + V,중,83,"I want to be sitting at home | with the Princess, living happily ever after.",나는 공주님과 함께 집에 | 앉아 행복하게 살고 싶습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-079,Extra/Extracted,"But instead, I’m stuck here under this cart and I’ll live unhappily ever after.",하지만 나는 여기 이 수레 밑에 갇혀서 영원히 불행하게 살게 될 것입니다.,,시간의 접속사 / 비교급,When/While + S + V / Comparative,중,83,"But instead, I’m stuck here under this | cart and I’ll live unhappily ever after.",하지만 나는 여기 이 수레 밑에 | 갇혀서 영원히 불행하게 살게 될 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-080,Extra/Extracted,"(The clock hits twelve, and the wheel turns into Prince.) stuck    unhappily Prince:  I can’t believe this.",(시계가 12시를 가리키고 바퀴가 프린스로 변합니다.) 불행하게도 갇혔습니다. 프린스: 믿을 수가 없어요.,,조동사,Modal + V,중,83,"(The clock hits twelve, and the wheel turns into Prince.) | stuck    unhappily Prince:  I can’t believe this.",(시계가 12시를 가리키고 바퀴가 프린스로 변합니다.) | 불행하게도 갇혔습니다. 프린스: 믿을 수가 없어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L05-081,Extra/Extracted,Thank you for giving me a second chance.,나에게 두 번째 기회를 주셔서 감사합니다.,,현재분사/동명사,V-ing,중,,Thank you for giving | me a second chance.,나에게 두 번째 | 기회를 주셔서 감사합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
