id,category,english,korean,grammar_id,grammar_name,structure,difficulty,page,syntax_chunks_eng,syntax_chunks_kor,syntax_roles,role_in_sentence,variation_flags
L06-011,Extra/Extracted,"׮1 Listen again and complete.׮3 If you eat something, you can get Why don’t we eat after we 1.",׮1 다시 듣고 완성하세요. ׮3 무언가를 먹으면 다음과 같이 먹을 수 있습니다. 1.,,조건의 접속사 / 시간의 접속사,If/Unless + S + V / When/While + S + V,중,114,"׮1 Listen again and complete.׮3 If you eat something, | you can get Why don’t we eat after we 1.",׮1 다시 듣고 완성하세요. ׮3 무언가를 | 먹으면 다음과 같이 먹을 수 있습니다. 1.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-012,Extra/Extracted,I don’t like noodles.,나는 국수를 좋아하지 않습니다.,,일반 문장,-,중,114,I don’t | like noodles.,나는 국수를 | 좋아하지 않습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-013,Extra/Extracted,"I don’t like sandwiches, either.",나도 샌드위치를 ​​좋아하지 않는다.,,비교급,Comparative,중,114,"I don’t | like sandwiches, either.",나도 샌드위치를 | ​​좋아하지 않는다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-014,Extra/Extracted,She goes back home directly after school.,그녀는 학교가 끝나면 바로 집으로 돌아갑니다.,,시간의 접속사 / 비교급,When/While + S + V / Comparative,중,114,She goes back | home directly after school.,그녀는 학교가 끝나면 | 바로 집으로 돌아갑니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-015,Extra/Extracted,"If I Were You, I’ d Do It During Breaks Get ready.",내가 너라면 쉬는 시간에 할 텐데 준비하세요.,,조건의 접속사 / 현재분사/동명사,If/Unless + S + V / V-ing,중,115,"If I Were You, I’ d | Do It During Breaks Get ready.",내가 너라면 쉬는 | 시간에 할 텐데 준비하세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-016,Extra/Extracted,׮2 I didn’t bring my science homework.,׮2 과학 숙제를 안 가져왔어요.,,현재분사/동명사,V-ing,중,115,׮2 I didn’t | bring my science homework.,׮2 과학 | 숙제를 안 가져왔어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-017,Extra/Extracted,"If I were you, I'd talk to the teacher.",내가 너라면 선생님한테 얘기했을 텐데.,,조건의 접속사 / to부정사,If/Unless + S + V / to + V,중,115,"If I were you, | I'd talk to the teacher.",내가 너라면 | 선생님한테 얘기했을 텐데.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-018,Extra/Extracted,Jonathan I found a ﬂ y in my soup.,조나단 수프에서 파리를 발견했어요.,,일반 문장,-,중,115,Jonathan I found a | ﬂ y in my soup.,조나단 수프에서 | 파리를 발견했어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-019,Extra/Extracted,Christina I broke my friend’s umbrella.,크리스티나 나는 친구의 우산을 부러뜨렸습니다.,,일반 문장,-,중,115,Christina I broke | my friend’s umbrella.,크리스티나 나는 | 친구의 우산을 부러뜨렸습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-020,Extra/Extracted,4QFBLCommunicate: A What should I do about the contest?,4QFBLCommunicate: A 콘테스트에 대해 어떻게 해야 합니까?,,의문사 구문 / 조동사,Wh-word / Modal + V,중,115,4QFBLCommunicate: A What should | I do about the contest?,4QFBLCommunicate: A 콘테스트에 | 대해 어떻게 해야 합니까?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-021,Extra/Extracted,"B If I were you, I’d just do my best.",B 내가 너라면 그냥 최선을 다했을 텐데.,,조건의 접속사 / 최상급,If/Unless + S + V / Superlative,중,115,"B If I were you, | I’d just do my best.",B 내가 너라면 | 그냥 최선을 다했을 텐데.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-022,Extra/Extracted,A I have a runny nose and a sore throat.,A 콧물이 흐르고 목이 아프네요.,,사역동사,make/have/let + O + V,중,115,A I have a runny | nose and a sore throat.,A 콧물이 | 흐르고 목이 아프네요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-023,Extra/Extracted,"B If I were you, I’d wear a warm coat.",B 만약 내가 너라면 따뜻한 코트를 입을 텐데.,,조건의 접속사,If/Unless + S + V,중,115,"B If I were you, | I’d wear a warm coat.",B 만약 내가 너라면 | 따뜻한 코트를 입을 텐데.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-024,Extra/Extracted,Rap Time Thanks for your advice.,랩타임 조언 감사드립니다.,,일반 문장,-,중,,Rap Time Thanks | for your advice.,랩타임 | 조언 감사드립니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-025,Extra/Extracted,Get ready.׮1 Talk in pairs.׮2 A Do you mind if I borrow your magazine?,준비하세요. ׮1 짝으로 이야기하세요. ׮2 A 잡지를 빌려도 될까요?,,조건의 접속사,If/Unless + S + V,중,128,Get ready.׮1 Talk in pairs.׮2 A Do | you mind if I borrow your magazine?,준비하세요. ׮1 짝으로 이야기하세요. | ׮2 A 잡지를 빌려도 될까요?,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L06-026,Extra/Extracted,Please keep it clean.,깨끗하게 유지해주세요.,,일반 문장,-,중,116,Please keep | it clean.,깨끗하게 | 유지해주세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-027,Extra/Extracted,A Do you mind if I use my phone?,A 제가 휴대전화를 사용해도 될까요?,,조건의 접속사,If/Unless + S + V,중,128,A Do you mind | if I use my phone?,A 제가 | 휴대전화를 사용해도 될까요?,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L06-028,Extra/Extracted,Phones are not allowed in this zone.,이 구역에서는 전화가 허용되지 않습니다.,,일반 문장,-,중,116,Phones are not | allowed in this zone.,이 구역에서는 | 전화가 허용되지 않습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-029,Extra/Extracted,Do you mind if I eat your sausage?,내가 네 소시지를 먹어도 괜찮을까?,,조건의 접속사,If/Unless + S + V,중,128,Do you mind if | I eat your sausage?,내가 네 | 소시지를 먹어도 괜찮을까?,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L06-030,Extra/Extracted,"To solve this serious problem, I will give support to families with children.",이 심각한 문제를 해결하기 위해 자녀가 있는 가정을 지원하겠습니다.,,to부정사 / 조동사,to + V / Modal + V,중,117,"To solve this serious problem, I | will give support to families with children.",이 심각한 문제를 해결하기 | 위해 자녀가 있는 가정을 지원하겠습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-031,Extra/Extracted,Present and share.׮ Step A Problem in My Town Read and think.׮Step The population in my town is becoming smaller.,발표하고 공유하십시오. ׮ 우리 마을의 문제를 읽고 생각하십시오. ׮우리 마을의 인구는 점점 줄어들고 있습니다.,,현재분사/동명사 / 비교급,V-ing / Comparative,중,117,Present and share.׮ Step A Problem in My Town Read | and think.׮Step The population in my town is becoming smaller.,발표하고 공유하십시오. ׮ 우리 마을의 문제를 읽고 | 생각하십시오. ׮우리 마을의 인구는 점점 줄어들고 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-032,Extra/Extracted,Rareville Blueville Stoutville People in my town are getting fatter.,Rareville Blueville Stoutville 우리 동네 사람들은 점점 더 뚱뚱해지고 있습니다.,,현재분사/동명사 / 비교급,V-ing / Comparative,중,117,Rareville Blueville Stoutville People in | my town are getting fatter.,Rareville Blueville Stoutville 우리 동네 | 사람들은 점점 더 뚱뚱해지고 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-033,Extra/Extracted,Grayville Air pollution is getting serious in my town.,그레이빌 우리 동네의 대기 오염이 심각해지고 있어요.,,현재분사/동명사,V-ing,중,117,Grayville Air pollution is | getting serious in my town.,그레이빌 우리 동네의 | 대기 오염이 심각해지고 있어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-034,Extra/Extracted,Teens’ happiness level is going down in my town.,우리 동네 십대들의 행복지수가 낮아지고 있어요.,,현재분사/동명사,V-ing,중,117,Teens’ happiness level is | going down in my town.,우리 동네 십대들의 | 행복지수가 낮아지고 있어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-035,Extra/Extracted,"If I were you, I’d give support to families with children.","제가 당신이라면, 자녀가 있는 가족을 지원하겠습니다.",,조건의 접속사 / to부정사,If/Unless + S + V / to + V,중,115,"If I were you, I’d | give support to families with children.","제가 당신이라면, 자녀가 | 있는 가족을 지원하겠습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-036,Extra/Extracted,I think you should ....,내 생각엔 당신이 ....,,조동사,Modal + V,중,117,I think | you should ....,내 생각엔 | 당신이 ....,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-037,Extra/Extracted,Thank you all for your advice.,조언해 주셔서 감사합니다.,,일반 문장,-,중,117,Thank you all | for your advice.,조언해 | 주셔서 감사합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-038,Extra/Extracted,People are polluting the river.,사람들이 강을 오염시키고 있습니다.,,현재분사/동명사 / 비교급,V-ing / Comparative,중,118,People are | polluting the river.,사람들이 강을 | 오염시키고 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-039,Extra/Extracted,"Oops, I didn't notice you.","이런, 내가 당신을 눈치채지 못했어요.",,일반 문장,-,중,,"Oops, I | didn't notice you.","이런, 내가 | 당신을 눈치채지 못했어요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-040,Extra/Extracted,They should learn how to use their resources more wisely.,그들은 자원을 보다 현명하게 사용하는 방법을 배워야 합니다.,,to부정사 / 의문사 구문,to + V / Wh-word,중,118,They should learn how to | use their resources more wisely.,그들은 자원을 보다 현명하게 | 사용하는 방법을 배워야 합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-041,Extra/Extracted,Some people just don't value what they have.,어떤 사람들은 자신이 가진 것을 소중히 여기지 않습니다.,,의문사 구문,Wh-word,중,118,Some people just don't | value what they have.,어떤 사람들은 자신이 가진 | 것을 소중히 여기지 않습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-042,Extra/Extracted,The villagers were farmers and raised cows.,"마을 사람들은 농부였고, 소를 키웠다.",,일반 문장,-,중,119,The villagers were | farmers and raised cows.,"마을 사람들은 | 농부였고, 소를 키웠다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-043,Extra/Extracted,"Luckily, some good grassland lay in the middle of the village.",다행히 마을 한가운데에는 좋은 초원이 펼쳐져 있었습니다.,,일반 문장,-,중,119,"Luckily, some good grassland lay | in the middle of the village.",다행히 마을 한가운데에는 | 좋은 초원이 펼쳐져 있었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-044,Extra/Extracted,Everyone was allowed to use the grassland.,모든 사람이 초원을 이용하는 것이 허용되었습니다.,,수동태 / to부정사,be + p.p. / to + V,중,119,Everyone was allowed | to use the grassland.,모든 사람이 초원을 | 이용하는 것이 허용되었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-045,Extra/Extracted,"Therefore, it was called “the commons.",그래서 이를 '커먼즈(Commons)'라고 불렀다.,,수동태,be + p.p.,중,119,"Therefore, it was | called “the commons.",그래서 이를 | '커먼즈(Commons)'라고 불렀다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-046,Extra/Extracted,"” By tradition, each family only had one cow, so it was easy for each cow in the village to find enough grass to eat.",” 전통적으로 각 집에는 소 한 마리만 있었기 때문에 마을의 소 한 마리가 먹을 만큼의 풀을 찾기가 쉬웠습니다.,,to부정사,to + V,중,119,"” By tradition, each family only had one cow, so it was | easy for each cow in the village to find enough grass to eat.",” 전통적으로 각 집에는 소 한 마리만 있었기 때문에 | 마을의 소 한 마리가 먹을 만큼의 풀을 찾기가 쉬웠습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-047,Extra/Extracted,The grass on the commons was green all summer long.,공유지의 잔디는 여름 내내 초록색이었습니다.,,수동태 / 비교급,be + p.p. / Comparative,중,119,The grass on the commons | was green all summer long.,공유지의 잔디는 | 여름 내내 초록색이었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-048,Extra/Extracted,Let’s share the commons.,공유지를 공유해보자.,,일반 문장,-,중,119,Let’s share | the commons.,공유지를 | 공유해보자.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-049,Extra/Extracted,"Yeah, there’s plenty for every cow.My cow can get enough grass.","네, 소 한 마리당 충분한 양이 있습니다. 우리 소는 풀을 충분히 얻을 수 있습니다.",,조동사,Modal + V,중,119,"Yeah, there’s plenty for every | cow.My cow can get enough grass.","네, 소 한 마리당 충분한 양이 있습니다. | 우리 소는 풀을 충분히 얻을 수 있습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-050,Extra/Extracted,He brought another cow and let it graze on the commons.,그는 또 다른 소를 데려와 공유지에서 풀을 뜯게 했습니다.,,비교급 / 사역동사,Comparative / make/have/let + O + V,중,,He brought another cow and | let it graze on the commons.,그는 또 다른 소를 | 데려와 공유지에서 풀을 뜯게 했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-051,Extra/Extracted,He thought that nobody would notice it.,그는 아무도 눈치 채지 못할 것이라고 생각했습니다.,,접속사/관계대명사 that / 조동사,that + S + V / N + that / Modal + V,중,120,He thought that | nobody would notice it.,그는 아무도 눈치 | 채지 못할 것이라고 생각했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-052,Extra/Extracted,A happy feeling filled his heart when he thought of the milk and cheese that the second cow would bring to his family.,둘째 소가 가족에게 가져다 줄 우유와 치즈를 생각하면 행복한 느낌이 그의 마음을 가득 채웠습니다.,,시간의 접속사 / to부정사,When/While + S + V / to + V,중,120,A happy feeling filled his heart when he thought of the | milk and cheese that the second cow would bring to his family.,둘째 소가 가족에게 가져다 줄 우유와 치즈를 | 생각하면 행복한 느낌이 그의 마음을 가득 채웠습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-053,Extra/Extracted,"A few days later, the farmer visited a close friend who had four children.","며칠 후, 그 농부는 네 자녀를 둔 친한 친구를 방문했습니다.",,관계대명사 / 비교급,Relative Pronoun / Comparative,중,120,"A few days later, the farmer visited | a close friend who had four children.","며칠 후, 그 농부는 네 | 자녀를 둔 친한 친구를 방문했습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-054,Extra/Extracted,"He wanted to help his friend, so he told him in secret, “If I were you, I would bring in one more cow and raise it on the commons.",그는 친구를 돕고 싶어서 비밀리에 이렇게 말했습니다. “내가 너라면 소 한 마리를 더 데려와서 공유지에 키울 텐데.,,조건의 접속사 / to부정사,If/Unless + S + V / to + V,중,120,"He wanted to help his friend, so he told him in secret, “If I | were you, I would bring in one more cow and raise it on the commons.",그는 친구를 돕고 싶어서 비밀리에 이렇게 말했습니다. “내가 | 너라면 소 한 마리를 더 데려와서 공유지에 키울 텐데.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-055,Extra/Extracted,”  The friend thanked him and did as he was told the next day.,” 친구는 그에게 감사를 표하고 다음날 시키는 대로 했습니다.,,이유의 접속사,Because/Since + S + V,중,,”  The friend thanked him and | did as he was told the next day.,” 친구는 그에게 감사를 | 표하고 다음날 시키는 대로 했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-056,Extra/Extracted,No one will notice it.,아무도 눈치 채지 못할 것입니다.,,조동사,Modal + V,중,,No one | will notice it.,아무도 눈치 | 채지 못할 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-057,Extra/Extracted,He has four children.,그에게는 네 명의 자녀가 있습니다.,,일반 문장,-,중,,He has | four children.,그에게는 네 | 명의 자녀가 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-058,Extra/Extracted,"If I had two cows, I would be richer.",나에게 소 두 마리가 있다면 더 부자가 될 텐데.,,조건의 접속사 / 조동사,If/Unless + S + V / Modal + V,중,120,"If I had two | cows, I would be richer.",나에게 소 두 마리가 | 있다면 더 부자가 될 텐데.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-059,Extra/Extracted,Thanks for the tip!,팁을 주셔서 감사합니다!,,일반 문장,-,중,,Thanks for | the tip!,팁을 | 주셔서 감사합니다!,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-060,Extra/Extracted,"If I were you, I would raise another cow.",내가 너라면 소를 한 마리 더 키울 텐데.,,조건의 접속사 / 조동사,If/Unless + S + V / Modal + V,중,120,"If I were you, | I would raise another cow.",내가 너라면 소를 한 | 마리 더 키울 텐데.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-061,Extra/Extracted,Then the cow population grew more quickly.,그런 다음 소 개체수는 더 빠르게 증가했습니다.,,비교급,Comparative,중,,Then the cow | population grew more quickly.,그런 다음 소 | 개체수는 더 빠르게 증가했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-062,Extra/Extracted,"The grass on the commons began to disappear, and it became harder for the cows to find grass to eat.","공유지의 풀이 사라지기 시작했고, 소들이 먹을 풀을 찾기가 더 어려워졌습니다.",,to부정사 / 비교급,to + V / Comparative,중,,"The grass on the commons began to disappear, and it | became harder for the cows to find grass to eat.","공유지의 풀이 사라지기 시작했고, 소들이 | 먹을 풀을 찾기가 더 어려워졌습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-063,Extra/Extracted,"To make matters worse, it did not rain for a long time.",설상가상으로 오랫동안 비가 내리지 않았습니다.,,to부정사 / 비교급,to + V / Comparative,중,121,"To make matters worse, it did | not rain for a long time.",설상가상으로 오랫동안 | 비가 내리지 않았습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-064,Extra/Extracted,Who is lying there?,거기 누가 누워 있나요?,,관계대명사 / 현재분사/동명사,Relative Pronoun / V-ing,중,,Who is | lying there?,거기 누가 | 누워 있나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-065,Extra/Extracted,"Hey, stop pushing me!","이봐, 날 밀어내지 마!",,현재분사/동명사,V-ing,중,,"Hey, stop | pushing me!","이봐, 날 | 밀어내지 마!",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-066,Extra/Extracted,"Soon, other villagers did the same.",곧 다른 마을 사람들도 똑같이 했습니다.,,비교급,Comparative,중,121,"Soon, other villagers | did the same.",곧 다른 마을 | 사람들도 똑같이 했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-067,Extra/Extracted,"Some secretly brought one more cow to the commons, while others brought even more to the grassland without telling anyone.","어떤 사람들은 비밀리에 소 한 마리를 공유지로 가져왔고, 다른 사람들은 아무에게도 말하지 않고 더 많은 소를 초원으로 가져왔습니다.",,시간의 접속사 / to부정사,When/While + S + V / to + V,중,121,"Some secretly brought one more cow to the commons, while | others brought even more to the grassland without telling anyone.","어떤 사람들은 비밀리에 소 한 마리를 공유지로 가져왔고, 다른 | 사람들은 아무에게도 말하지 않고 더 많은 소를 초원으로 가져왔습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L06-068,Extra/Extracted,They thought that there would be enough grass for the additional cows.,그들은 추가로 소를 키울 만큼 풀이 충분할 것이라고 생각했습니다.,,접속사/관계대명사 that / 조동사,that + S + V / N + that / Modal + V,중,119,They thought that there would be | enough grass for the additional cows.,그들은 추가로 소를 키울 | 만큼 풀이 충분할 것이라고 생각했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-069,Extra/Extracted,Soon the village was full of happy-looking farmers!,곧 마을은 행복해 보이는 농부들로 가득 찼습니다!,,현재분사/동명사,V-ing,중,121,Soon the village was | full of happy-looking farmers!,곧 마을은 행복해 | 보이는 농부들로 가득 찼습니다!,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-070,Extra/Extracted,I can be the richest farmer in this village.,나는 이 마을에서 가장 부유한 농부가 될 수 있어요.,,조동사 / 비교급,Modal + V / Comparative,중,121,I can be the | richest farmer in this village.,나는 이 마을에서 가장 | 부유한 농부가 될 수 있어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-071,Extra/Extracted,Q3 More cows and no caused the grass to disappear.,Q3 소가 늘어나도 풀이 사라지지 않습니다.,,to부정사 / 비교급,to + V / Comparative,중,121,Q3 More cows and no | caused the grass to disappear.,Q3 소가 늘어나도 | 풀이 사라지지 않습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-072,Extra/Extracted,"However, no grass was left now because there were too many cows.",그러나 지금은 소가 너무 많아서 풀이 하나도 남지 않았습니다.,,이유의 접속사 / 비교급,Because/Since + S + V / Comparative,중,,"However, no grass was left now | because there were too many cows.",그러나 지금은 소가 너무 | 많아서 풀이 하나도 남지 않았습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-073,Extra/Extracted,Things were harsh for the villagers; many of the cows died.,마을 사람들에게는 상황이 가혹했습니다. 많은 소들이 죽었습니다.,,일반 문장,-,중,122,Things were harsh for the | villagers; many of the cows died.,마을 사람들에게는 상황이 | 가혹했습니다. 많은 소들이 죽었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-074,Extra/Extracted,"At last, the grass came back.",드디어 풀이 돌아왔습니다.,,일반 문장,-,중,122,"At last, the | grass came back.",드디어 | 풀이 돌아왔습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-075,Extra/Extracted,Now it was able to support only one cow per family.,이제는 가족당 소 한 마리만 부양할 수 있게 되었습니다.,,to부정사 / 비교급,to + V / Comparative,중,122,Now it was able to | support only one cow per family.,이제는 가족당 소 한 | 마리만 부양할 수 있게 되었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-076,Extra/Extracted,The village went back to the one-family-one-cow rule.,마을은 1가족 1소 원칙으로 돌아갔다.,,to부정사,to + V,중,122,The village went back | to the one-family-one-cow rule.,마을은 1가족 | 1소 원칙으로 돌아갔다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-077,Extra/Extracted,The villagers now tell this story to their children.,이제 마을 사람들은 아이들에게 이 이야기를 들려줍니다.,,to부정사,to + V,중,122,The villagers now tell | this story to their children.,이제 마을 사람들은 | 아이들에게 이 이야기를 들려줍니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-078,Extra/Extracted,They call it  “The Story of the Commons.,그들은 그것을 “커먼즈의 이야기”라고 부릅니다.,,일반 문장,-,중,119,They call it  | “The Story of the Commons.,그들은 그것을 | “커먼즈의 이야기”라고 부릅니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-079,Extra/Extracted,” What happened to the commons?,” 커먼즈에 무슨 일이 일어났나요?,,to부정사 / 의문사 구문,to + V / Wh-word,중,122,” What happened | to the commons?,” 커먼즈에 | 무슨 일이 일어났나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-080,Extra/Extracted,I don’t have any cows left!,남은 소가 없어요!,,사역동사,make/have/let + O + V,중,122,I don’t have | any cows left!,남은 | 소가 없어요!,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-081,Extra/Extracted,Q4 The villagers were not able to raise cows anymore.,Q4 마을 사람들은 더 이상 소를 키울 수 없게 되었습니다.,,to부정사,to + V,중,122,Q4 The villagers were not | able to raise cows anymore.,Q4 마을 사람들은 더 이상 | 소를 키울 수 없게 되었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-082,Extra/Extracted,b  The grass finally came back.,b 드디어 풀이 돌아왔다.,,일반 문장,-,중,123,b  The | grass finally came back.,b 드디어 | 풀이 돌아왔다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-083,Extra/Extracted,c  Villagers secretly started to bring additional cows.,c 마을 사람들은 비밀리에 소를 추가로 데려오기 시작했습니다.,,to부정사 / 현재분사/동명사,to + V / V-ing,중,123,c  Villagers secretly | started to bring additional cows.,c 마을 사람들은 비밀리에 | 소를 추가로 데려오기 시작했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L06-084,Extra/Extracted,d  Many cows could not find enough grass to eat and died.,d 많은 소들이 먹을 만큼의 풀을 찾지 못해 죽었습니다.,,to부정사 / 조동사,to + V / Modal + V,중,119,d  Many cows could not | find enough grass to eat and died.,d 많은 소들이 먹을 | 만큼의 풀을 찾지 못해 죽었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
