id,category,english,korean,grammar_id,grammar_name,structure,difficulty,page,syntax_chunks_eng,syntax_chunks_kor,syntax_roles,role_in_sentence,variation_flags
L01-12,Main,XD is an emoticon which is a group of letters or symbols used to represent a facial expression.,XD는 얼굴 표정을 나타내기 위해 사용되는 문자나 기호의 집합인 이모티콘이다.,G0110,주격 관계대명사,N + which + V (be),중,15,XD is an emoticon which is a group of | letters or symbols used to represent a facial expression.,XD는 얼굴 표정을 나타내기 위해 | 사용되는 문자나 기호의 집합인 이모티콘이다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-13,Main,Laughing marks can represent our facial expressions and deliver our voice tones.,웃음 표시들은 우리의 얼굴 표정을 나타내고 목소리 톤을 전달할 수 있다.,G0111,어휘(동사),represent / deliver,하,17,Laughing marks can represent our facial | expressions and deliver our voice tones.,웃음 표시들은 우리의 얼굴 표정을 | 나타내고 목소리 톤을 전달할 수 있다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-14,Focus In,I’m going to show you this photo which my friend Amy sent to me.,내 친구 Amy가 나에게 보낸 이 사진을 너에게 보여줄게.,G0109,계속적 용법의 관계대명사,"N + , which + S + V",상,18,I’m going to show you this photo | which my friend Amy sent to me.,내 친구 Amy가 나에게 | 보낸 이 사진을 너에게 보여줄게.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-15,Focus In,Please tell me what time it is.,몇 시인지 알려줘.,G0107,간접의문문,tell me + what time it is,중,19,Please tell me | what time it is.,몇 | 시인지 알려줘.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-16,Grammar,Can you guess what the emoji means?,그 이모지가 무엇을 의미하는지 추측할 수 있니?,G0112,간접의문문,guess + what + S + V,중,22,Can you guess | what the emoji means?,그 이모지가 무엇을 | 의미하는지 추측할 수 있니?,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-17,Reading,Red on a traffic light means “Stop”.,신호등의 빨간색은 “정지”를 의미한다.,G0111,어휘(동사),mean,하,23,Red on a | traffic light means “Stop”.,신호등의 빨간색은 | “정지”를 의미한다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-18,Reading,Do you know what the color red means?,빨간색이 무엇을 의미하는지 아니?,G0107,간접의문문,know + what + S + V,중,23,Do you know what | the color red means?,빨간색이 무엇을 | 의미하는지 아니?,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-19,Reading,I use emojis when I express my feelings in written messages.,나는 서면 메시지로 내 감정을 표현할 때 이모지를 사용한다.,G0106,시간의 접속사,when + S + V,하,24,I use emojis when I | express my feelings in written messages.,나는 서면 메시지로 내 | 감정을 표현할 때 이모지를 사용한다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-20,Reading,I’m glad to get a message from my grandma.,할머니로부터 메시지를 받아서 기뻐.,G0102,감정의 원인(to부정사),be glad to + V,하,12,I’m glad to get | a message from my grandma.,할머니로부터 메시지를 | 받아서 기뻐.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-021,Reading,"We laugh out loud when we hear a joke, see something funny, or feel happy.",우리는 농담을 듣거나 재미있는 것을 보거나 행복을 느낄 때 크게 웃습니다.,G0106,시간의 접속사 / 현재완료 수동태,when / has been used since,중,14,"We laugh out loud when we hear | a joke, see something funny, or feel happy.",우리는 농담을 듣거나 재미있는 것을 | 보거나 행복을 느낄 때 크게 웃습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-022,Reading,"We laugh even in our writings, such as emails or texts, as we do in our conversations.",우리는 대화에서처럼 이메일이나 문자 같은 글에서도 웃습니다.,G0106,시간의 접속사 / 현재완료 수동태,when / has been used since,중,14,"We laugh even in our writings, such as | emails or texts, as we do in our conversations.",우리는 대화에서처럼 이메일이나 | 문자 같은 글에서도 웃습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-023,Reading,How do we do that?,어떻게 그렇게 할까요?,G0106,시간의 접속사 / 현재완료 수동태,when / has been used since,중,14,How do | we do that?,어떻게 | 그렇게 할까요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-024,Reading,"Actually, it has been used since long ago.","사실, 그것은 오래전부터 사용되어 왔습니다.",G0106,시간의 접속사 / 현재완료 수동태,when / has been used since,중,14,"Actually, it has been | used since long ago.","사실, 그것은 | 오래전부터 사용되어 왔습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-025,Reading,Even Shakespeare used “ha-ha” in his works.,셰익스피어조차도 그의 작품에서 “하하”를 사용했습니다.,G0106,시간의 접속사 / 현재완료 수동태,when / has been used since,중,14,Even Shakespeare used | “ha-ha” in his works.,셰익스피어조차도 그의 | 작품에서 “하하”를 사용했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-026,Reading,"These days, people use emoji – a “face with tears of joy.” This is a small picture called an “emoji.” Lots of laughing emojis are available to use online, so people can express their laughter in various ways. Some emojis have grown bigger, and some even move or make laughing sounds.","요즈음 사람들은 기쁨의 눈물을 흘리는 얼굴 모양인 ‘이모지’를 사용합니다. 이것은 ‘이모지’라고 불리는 작은 그림입니다. 온라인에서 사용할 수 있는 많은 웃는 이모지들이 있어서 사람들은 다양한 방식으로 웃음을 표현할 수 있습니다. 어떤 이모지들은 더 커지기도 하고, 어떤 것들은 심지어 움직이거나 웃음소리를 내기도 합니다.",G0110,수동태 및 어휘,called an emoji / available,중,16,"These days, people use emoji – a “face with tears of joy.” This is a small picture called an “emoji.” Lots of laughing emojis are | available to use online, so people can express their laughter in various ways. Some emojis have grown bigger, and some even move or make laughing sounds.","요즈음 사람들은 기쁨의 눈물을 흘리는 얼굴 모양인 ‘이모지’를 사용합니다. 이것은 ‘이모지’라고 불리는 작은 그림입니다. 온라인에서 사용할 수 있는 많은 웃는 | 이모지들이 있어서 사람들은 다양한 방식으로 웃음을 표현할 수 있습니다. 어떤 이모지들은 더 커지기도 하고, 어떤 것들은 심지어 움직이거나 웃음소리를 내기도 합니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-027,Reading,"By using various laughing marks, we can show our friends how much we care for them or how happy we are with them.","다양한 웃음 표시를 사용함으로써, 우리는 친구들에게 우리가 그들을 얼마나 아끼는지 혹은 우리가 그들과 함께 있어서 얼마나 행복한지 보여줄 수 있습니다.",G0107,간접의문문 / 명령문,how much / how happy / Laugh and,상,17,"By using various laughing marks, we can show our friends how | much we care for them or how happy we are with them.","다양한 웃음 표시를 사용함으로써, 우리는 친구들에게 우리가 그들을 얼마나 아끼는지 | 혹은 우리가 그들과 함께 있어서 얼마나 행복한지 보여줄 수 있습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-028,Reading,"Laugh, even in written forms, and your friends will laugh with you.","서면 형태일지라도 웃으세요, 그러면 당신의 친구들도 당신과 함께 웃을 것입니다.",G0107,간접의문문 / 명령문,how much / how happy / Laugh and,상,17,"Laugh, even in written forms, and | your friends will laugh with you.","서면 형태일지라도 웃으세요, 그러면 당신의 | 친구들도 당신과 함께 웃을 것입니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-029,Extra/Extracted,Title: Express Your Feelings --- Lesson 01 --- [Page 8] Watch & Think Express Your Feelings 9 [Page 9] A     Listen and choose.,제목: 감정 표현하기 --- Lesson 01 --- [8 페이지] Watch & Think 감정 표현하기 9 [9 페이지] A 듣고 선택하세요.,,일반 문장,-,중,8,Title: Express Your Feelings --- Lesson 01 --- [Page 8] Watch & Think | Express Your Feelings 9 [Page 9] A     Listen and choose.,제목: 감정 표현하기 --- Lesson 01 --- [8 페이지] Watch | & Think 감정 표현하기 9 [9 페이지] A 듣고 선택하세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-030,Extra/Extracted,׮ Start O f f Your Turn Talk with your partner.,׮ 귀하의 차례 시작 파트너와 대화하십시오.,,비교급,Comparative,중,9,׮ Start O f f | Your Turn Talk with your partner.,׮ 귀하의 차례 | 시작 파트너와 대화하십시오.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-031,Extra/Extracted,Listen & Talk B     Listen and draw.,듣고 말하기 B 듣고 그림을 그려보세요.,,일반 문장,-,중,9,Listen & Talk B  |    Listen and draw.,듣고 말하기 B | 듣고 그림을 그려보세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-032,Extra/Extracted,Speak Up Look and talk.׮ We‛ve just started a new school year!,보고 이야기하세요. ׮ 우리는 이제 막 새 학년을 시작했습니다!,,일반 문장,-,중,10,Speak Up Look and talk.׮ We‛ve | just started a new school year!,보고 이야기하세요. ׮ 우리는 | 이제 막 새 학년을 시작했습니다!,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-033,Extra/Extracted,I‛m glad to be in the top grade of middle school.,중학교 1학년이 되어 기쁘다.,,to부정사,to + V,중,10,I‛m glad to be in | the top grade of middle school.,중학교 1학년이 | 되어 기쁘다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-034,Extra/Extracted,be in the top grade of middle school join the school band learn English from Mr.,중학교 1학년이 될 것 학교 밴드에 가입할 것 Mr. Mr.에게서 영어를 배울 것,,일반 문장,-,중,10,be in the top grade of middle school | join the school band learn English from Mr.,중학교 1학년이 될 것 학교 밴드에 | 가입할 것 Mr. Mr.에게서 영어를 배울 것,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-035,Extra/Extracted,Lee be in the same class as Yuni Talk and search.,이씨는 유니톡과 같은 반이여서 검색을 하게 된다.,,이유의 접속사,Because/Since + S + V,중,10,Lee be in the same | class as Yuni Talk and search.,이씨는 유니톡과 같은 | 반이여서 검색을 하게 된다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-036,Extra/Extracted,B I’m feeling happy.,B 기분이 좋아.,,현재분사/동명사,V-ing,중,10,B I’m | feeling happy.,B | 기분이 좋아.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-037,Extra/Extracted,A I’m sorry to hear that.,A 안됐네요.,,to부정사 / 접속사/관계대명사 that,to + V / that + S + V / N + that,중,10,A I’m sorry | to hear that.,A | 안됐네요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-038,Extra/Extracted,happy sad angry e.g.,행복하다 슬프다 화가 난다.,,일반 문장,-,중,,happy sad | angry e.g.,행복하다 슬프다 | 화가 난다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-039,Extra/Extracted,"Express Your Feelings 11 [Page 11] StepU   p I Like Their Emojis Real-life Scene Hi, Jiho.","감정 표현하기 11 [페이지 11] StepUp 그들의 실제 이모티콘이 마음에 듭니다. 안녕하세요, 지호님.",,일반 문장,-,중,10,"Express Your Feelings 11 [Page 11] StepU   | p I Like Their Emojis Real-life Scene Hi, Jiho.","감정 표현하기 11 [페이지 11] StepUp | 그들의 실제 이모티콘이 마음에 듭니다. 안녕하세요, 지호님.",Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L01-040,Extra/Extracted,"You did it, didn‛t you?","당신이 해냈죠, 그렇죠?",,일반 문장,-,중,11,"You did | it, didn‛t you?","당신이 | 해냈죠, 그렇죠?",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-041,Extra/Extracted,Did you tell Minsu and Yujin about that?,민수랑 유진이한테 그 얘기 했어?,,접속사/관계대명사 that,that + S + V / N + that,중,11,Did you tell Minsu | and Yujin about that?,민수랑 유진이한테 | 그 얘기 했어?,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-042,Extra/Extracted,They will bring light sticks and a nice camera.,그들은 응원봉과 멋진 카메라를 가져올 것입니다.,,조동사 / 현재분사/동명사,Modal + V / V-ing,중,11,They will bring light | sticks and a nice camera.,그들은 응원봉과 멋진 | 카메라를 가져올 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-043,Extra/Extracted,"Oh, I just got messages from them.","아, 방금 그들에게서 메시지를 받았어요.",,일반 문장,-,중,11,"Oh, I just | got messages from them.","아, 방금 | 그들에게서 메시지를 받았어요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-044,Extra/Extracted,They said they are really happy.,정말 행복하다고 하더군요.,,일반 문장,-,중,11,They said they | are really happy.,정말 | 행복하다고 하더군요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-045,Extra/Extracted,We‛re going to have lots of fun!,우리는 많은 즐거움을 누릴 것입니다!,,to부정사 / 현재분사/동명사,to + V / V-ing,중,11,We‛re going to | have lots of fun!,우리는 많은 | 즐거움을 누릴 것입니다!,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-046,Extra/Extracted,"She sent me some emojis, too.",나한테도 이모티콘을 보내줬다.,,일반 문장,-,중,11,"She sent me | some emojis, too.",나한테도 | 이모티콘을 보내줬다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-047,Extra/Extracted,She uses emojis a lot for her age.,그녀는 나이에 비해 이모티콘을 많이 사용합니다.,,비교급,Comparative,중,11,She uses emojis a | lot for her age.,그녀는 나이에 비해 | 이모티콘을 많이 사용합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-048,Extra/Extracted,12 Lesson 1 [Page 12] I got a good grade.,12 Lesson 1 [Page 12] 나는 좋은 성적을 받았습니다.,,일반 문장,-,중,12,12 Lesson 1 [Page 12] | I got a good grade.,12 Lesson 1 [Page | 12] 나는 좋은 성적을 받았습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-049,Extra/Extracted,My sister is sick in bed.,내 여동생은 아파서 침대에 누워 있다.,,비교급,Comparative,중,,My sister is | sick in bed.,내 여동생은 아파서 | 침대에 누워 있다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-050,Extra/Extracted,Someone broke my glasses.,누군가가 내 안경을 깨뜨렸습니다.,,일반 문장,-,중,12,Someone broke | my glasses.,누군가가 내 | 안경을 깨뜨렸습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-051,Extra/Extracted,I have a math test tomorrow.,내일 수학 시험이 있어요.,,최상급 / 사역동사,Superlative / make/have/let + O + V,중,12,I have a | math test tomorrow.,내일 수학 | 시험이 있어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-052,Extra/Extracted,I’m glad to /f_i  nd someone who feels the same.,같은 생각을 하는 사람을 찾게 되어 기쁘네요.,,관계대명사,Relative Pronoun,중,12,I’m glad to /f_i  | nd someone who feels the same.,같은 생각을 하는 | 사람을 찾게 되어 기쁘네요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-053,Extra/Extracted,happy nervous sad angry Express Your Feelings 13 [Page 13] Laughter is human.,기쁘다 긴장하다 슬프다 화가 난다 감정을 표현하세요 13 [Page 13] 웃음은 인간입니다.,,비교급,Comparative,중,12,happy nervous sad angry Express Your | Feelings 13 [Page 13] Laughter is human.,기쁘다 긴장하다 슬프다 화가 난다 감정을 | 표현하세요 13 [Page 13] 웃음은 인간입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-054,Extra/Extracted,"text    conversation    human    laugh out loud such as    form    written    since    gentleman Aਸ  Before You Read B׮ laughter email conversation letter voice DO  GBERRY Ha, ha, ha!","신사 Aਸ Before You Read B ׮ 웃음 이메일 대화 편지 음성 DO GBERRY 하, 하, 하!",,이유의 접속사 / 시간의 접속사,Because/Since + S + V / When/While + S + V,중,13,"text    conversation    human    laugh out loud such as    form    written |    since    gentleman Aਸ  Before You Read B׮ laughter email conversation letter voice DO  GBERRY Ha, ha, ha!","신사 Aਸ Before You Read B ׮ 웃음 | 이메일 대화 편지 음성 DO GBERRY 하, 하, 하!",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-055,Extra/Extracted,"Well, gentlemen, good night.","그럼, 여러분, 잘 자요.",,일반 문장,-,중,,"Well, gentlemen, | good night.","그럼, 여러분, | 잘 자요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-056,Extra/Extracted,"And if anything important happens, find me and let me know.",그리고 중요한 일이 생기면 저를 찾아서 알려주세요.,,조건의 접속사 / 현재분사/동명사,If/Unless + S + V / V-ing,중,13,"And if anything important happens, | find me and let me know.",그리고 중요한 일이 | 생기면 저를 찾아서 알려주세요.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L01-057,Extra/Extracted,"(Shakespeare, Much Ado About Nothing Act 3, Scene 3, Page 4) 14 Lesson 1 [Page 14] Another form of written laughter is LOL.","(셰익스피어, 아무것도 아닌 것에 대한 많은 고뇌 3막 3장, 4페이지) 14 1과 [14페이지] 서면 웃음의 또 다른 형태는 LOL입니다.",,현재분사/동명사 / 비교급,V-ing / Comparative,중,13,"(Shakespeare, Much Ado About Nothing Act 3, Scene 3, Page 4) | 14 Lesson 1 [Page 14] Another form of written laughter is LOL.","(셰익스피어, 아무것도 아닌 것에 대한 많은 고뇌 3막 3장, | 4페이지) 14 1과 [14페이지] 서면 웃음의 또 다른 형태는 LOL입니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-058,Extra/Extracted,XD also represents laughter in text.,XD는 텍스트로도 웃음을 표현합니다.,,비교급,Comparative,중,14,XD also represents | laughter in text.,XD는 텍스트로도 | 웃음을 표현합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-059,Extra/Extracted,It shows a laughing face with a mouth open and eyes closed tightly.,입을 벌리고 눈을 꼭 감은 채 웃고 있는 얼굴이 담겨 있다.,,현재분사/동명사,V-ing,중,16,It shows a laughing face with | a mouth open and eyes closed tightly.,입을 벌리고 눈을 꼭 감은 | 채 웃고 있는 얼굴이 담겨 있다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-060,Extra/Extracted,"It’s an emoticon, which is a group of letters or symbols used to represent a facial expression.",이모티콘은 표정을 표현하는 데 사용되는 문자나 기호의 집합입니다.,,to부정사 / 관계대명사,to + V / Relative Pronoun,중,,"It’s an emoticon, which is a group of | letters or symbols used to represent a facial expression.",이모티콘은 표정을 표현하는 데 | 사용되는 문자나 기호의 집합입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-061,Extra/Extracted,The emoticon XD expresses our happy feelings more visually than ha-ha and LOL do.,"이모티콘 XD는 하하, LOL보다 우리의 행복한 감정을 시각적으로 더 잘 표현합니다.",,비교급,Comparative,중,14,The emoticon XD expresses our happy feelings | more visually than ha-ha and LOL do.,"이모티콘 XD는 하하, LOL보다 우리의 | 행복한 감정을 시각적으로 더 잘 표현합니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-062,Extra/Extracted,Have a safe trip 2mrw.,2mrw 안전여행 되세요.,,사역동사,make/have/let + O + V,중,14,Have a | safe trip 2mrw.,2mrw | 안전여행 되세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-063,Extra/Extracted,Make sure u don’t miss me too much.,나를 너무 그리워하지 않도록 하세요.,,사역동사,make/have/let + O + V,중,14,Make sure u don’t | miss me too much.,나를 너무 | 그리워하지 않도록 하세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-064,Extra/Extracted,I’ll try to make sure I don’t miss u.,나는 당신을 그리워하지 않도록 노력할 것입니다.,,to부정사 / 사역동사,to + V / make/have/let + O + V,중,,I’ll try to make | sure I don’t miss u.,나는 당신을 그리워하지 | 않도록 노력할 것입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-065,Extra/Extracted,Thanks for wishing me a safe trip.,안전한 여행을 기원해주셔서 감사합니다.,,현재분사/동명사,V-ing,중,14,Thanks for wishing | me a safe trip.,안전한 여행을 | 기원해주셔서 감사합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-066,Extra/Extracted,I can‛t wait to go to Disneyland.,빨리 디즈니랜드에 가고 싶어요.,,to부정사 / 조동사,to + V / Modal + V,중,14,I can‛t wait | to go to Disneyland.,빨리 디즈니랜드에 | 가고 싶어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-067,Extra/Extracted,"XD Activity LOL Ha-ha ROFL the sound of laughter a facial expression of laughter Laughing Out Loud Rolling On the Floor Laughing stand for    type    represent    emoticon a group of    symbol     facial    visually Express Your Feelings 15 [Page 15] These days, people use       – a “face with tears of joy.” This is a small picture called an “emoji.” Lots of laughing emojis are available to use online, so people can express their laughter in various ways.","XD 활동 ㅋㅋㅋ 하하 ROFL 웃음 소리 웃음 표정 Laughing Out Loud Rolling On the Floor 유형을 나타내는 웃음 스탠드 이모티콘 기호 그룹 얼굴 시각적으로 표현하기 15 [Page 15] 요즘 사람들은 “기쁨의 눈물을 흘리는 얼굴”을 사용합니다. 이것은 ""이모지""라고 불리는 작은 그림입니다. 온라인에서 사용할 수 있는 웃는 이모티콘이 많이 있으므로 사람들은 다양한 방법으로 웃음을 표현할 수 있습니다.",,to부정사 / 조동사,to + V / Modal + V,중,14,"XD Activity LOL Ha-ha ROFL the sound of laughter a facial expression of laughter Laughing Out Loud Rolling On the Floor Laughing stand for    type    represent    emoticon a group of    symbol     facial   |  visually Express Your Feelings 15 [Page 15] These days, people use       – a “face with tears of joy.” This is a small picture called an “emoji.” Lots of laughing emojis are available to use online, so people can express their laughter in various ways.","XD 활동 ㅋㅋㅋ 하하 ROFL 웃음 소리 웃음 표정 Laughing Out Loud Rolling On the Floor 유형을 나타내는 웃음 스탠드 이모티콘 기호 그룹 얼굴 시각적으로 표현하기 15 [Page | 15] 요즘 사람들은 “기쁨의 눈물을 흘리는 얼굴”을 사용합니다. 이것은 ""이모지""라고 불리는 작은 그림입니다. 온라인에서 사용할 수 있는 웃는 이모티콘이 많이 있으므로 사람들은 다양한 방법으로 웃음을 표현할 수 있습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-068,Extra/Extracted,"– a “face 6 Some emojis ha ve grown bigger , and some even move or make laughing sounds.","– a “face 6 일부 이모티콘은 더 커졌고, 일부는 움직이거나 웃는 소리도 냅니다.",,현재분사/동명사 / 비교급,V-ing / Comparative,중,15,"– a “face 6 Some emojis ha ve grown | bigger , and some even move or make laughing sounds.","– a “face 6 일부 이모티콘은 | 더 커졌고, 일부는 움직이거나 웃는 소리도 냅니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-069,Extra/Extracted,"emoji    available    various    cupboard break wind So yesterday, I was in a restaurant, and I really needed to break wind.",이모티콘 사용 가능 다양한 찬장 방파제 그래서 어제 식당에 있었는데 방파제가 정말 필요했어요.,,to부정사,to + V,중,15,"emoji    available    various    cupboard break | wind So yesterday, I was in a restaurant, and I really needed to break wind.",이모티콘 사용 가능 다양한 찬장 방파제 | 그래서 어제 식당에 있었는데 방파제가 정말 필요했어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-070,Extra/Extracted,"Well, the music was really loud, so I just did it.","음, 음악이 너무 시끄러워서 그냥 했어요.",,일반 문장,-,중,15,"Well, the music was really | loud, so I just did it.","음, 음악이 너무 | 시끄러워서 그냥 했어요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L01-071,Extra/Extracted,And then I realized I was listening to music with my earphones.,그러다가 내가 이어폰으로 음악을 듣고 있다는 것을 깨달았다.,,to부정사 / 현재분사/동명사,to + V / V-ing,중,15,And then I realized I was | listening to music with my earphones.,그러다가 내가 이어폰으로 음악을 | 듣고 있다는 것을 깨달았다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-072,Extra/Extracted,I hit my head on the cupboard.,찬장에 머리를 부딪혔어요.,,일반 문장,-,중,15,I hit my | head on the cupboard.,찬장에 | 머리를 부딪혔어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L01-073,Extra/Extracted,Is the cupboard okay?,찬장은 괜찮나요?,,일반 문장,-,중,15,Is the | cupboard okay?,찬장은 | 괜찮나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
