id,category,english,korean,grammar_id,grammar_name,structure,difficulty,page,syntax_chunks_eng,syntax_chunks_kor,syntax_roles,role_in_sentence,variation_flags
L08-18,Grammar,The woman told the boy to be careful.,여자는 소년에게 조심하라고 말했다.,G0805,5형식 문장(tell),tell + O + to V,중,150,The woman told the | boy to be careful.,여자는 소년에게 | 조심하라고 말했다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-19,Grammar,The man ordered the dog to get the ball.,남자는 개에게 공을 가져오라고 명령했다.,G0805,5형식 문장(order),order + O + to V,중,150,The man ordered the | dog to get the ball.,남자는 개에게 | 공을 가져오라고 명령했다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-20,Grammar,We need 두 things for peace. One is love. The other is hope.,"평화를 위해 우리에게는 두 가지가 필요합니다. 하나는 사랑이고, 다른 하나는 희망입니다.,G0807",G0807,부정대명사(One/The other),One ... The other ...,중,153,We need 두 things for peace. | One is love. The other is hope.,"평화를 위해 우리에게는 두 가지가 | 필요합니다. 하나는 사랑이고, 다른 하나는 희망입니다.,G0807",Main Clause | Sub Clause,AutoParsed,generic_concept
L08-021,Reading,"“I need to try another way,” he thought.",“다른 방법을 시도해 봐야겠어”라고 그는 생각했습니다.,G0808,비교급 표현 / 어구 표현,stronger than / keep saying,중,146,"“I need to try | another way,” he thought.",“다른 방법을 시도해 | 봐야겠어”라고 그는 생각했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-022,Reading,"Then, Corky began to speak softly.","그다음, 코키는 부드럽게 말하기 시작했습니다.",G0808,비교급 표현 / 어구 표현,stronger than / keep saying,중,146,"Then, Corky began | to speak softly.","그다음, 코키는 | 부드럽게 말하기 시작했습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L08-023,Reading,He said he was not dangerous or bad but was a good man.,그는 자신이 위험하거나 나쁜 사람이 아니라 좋은 사람이라고 말했습니다.,G0808,비교급 표현 / 어구 표현,stronger than / keep saying,중,146,He said he was not dangerous | or bad but was a good man.,그는 자신이 위험하거나 나쁜 | 사람이 아니라 좋은 사람이라고 말했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-024,Reading,He kept saying this in all possible ways.,그는 온갖 가능한 방법으로 이 말을 계속했습니다.,G0808,비교급 표현 / 어구 표현,stronger than / keep saying,중,146,He kept saying this | in all possible ways.,그는 온갖 가능한 | 방법으로 이 말을 계속했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-025,Reading,"Finally, the people let him go.",마침내 사람들이 그를 놓아주었습니다.,G0808,비교급 표현 / 어구 표현,stronger than / keep saying,중,146,"Finally, the people | let him go.",마침내 사람들이 | 그를 놓아주었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-026,Reading,“Now you control the most powerful weapon: words.,“이제 너는 가장 강력한 무기인 말을 다스리는구나.,G0808,비교급 표현 / 어구 표현,stronger than / keep saying,중,146,“Now you control the | most powerful weapon: words.,“이제 너는 가장 | 강력한 무기인 말을 다스리는구나.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-027,Reading,"Next, the teacher took Corky to a large hall with a chair in the middle.","다음으로, 선생님은 코키를 가운데에 의자가 하나 있는 큰 홀로 데려갔습니다.",G0809,명사 수식(to부정사) / 비교급,The first to sit / harder and harder,중,147,"Next, the teacher took Corky to a | large hall with a chair in the middle.","다음으로, 선생님은 코키를 가운데에 의자가 | 하나 있는 큰 홀로 데려갔습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L08-028,Reading,There were 19 other warriors who had passed their tests.,그곳에는 시험을 통과한 19명의 다른 전사들이 있었습니다.,G0809,명사 수식(to부정사) / 비교급,The first to sit / harder and harder,중,147,There were 19 other warriors | who had passed their tests.,그곳에는 시험을 통과한 | 19명의 다른 전사들이 있었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-029,Reading,Corky and the others began fighting.,코키와 다른 이들은 싸우기 시작했습니다.,G0809,명사 수식(to부정사) / 비교급,The first to sit / harder and harder,중,147,Corky and the | others began fighting.,코키와 다른 | 이들은 싸우기 시작했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-030,Reading,"They pushed, pulled, ran, and jumped.","그들은 밀고, 당기고, 달리고, 점프했습니다.",G0809,명사 수식(to부정사) / 비교급,The first to sit / harder and harder,중,147,"They pushed, pulled, | ran, and jumped.","그들은 밀고, | 당기고, 달리고, 점프했습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L08-031,Reading,"They fought harder and harder, so Corky became tired.","그들은 점점 더 격렬하게 싸웠고, 코키는 지쳤습니다.",G0809,명사 수식(to부정사) / 비교급,The first to sit / harder and harder,중,147,"They fought harder and | harder, so Corky became tired.","그들은 점점 더 | 격렬하게 싸웠고, 코키는 지쳤습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L08-032,Reading,Thunder walked toward the chair to sit in it.,천둥은 의자에 앉으려고 그쪽을 향해 걸어갔습니다.,G0811,최상급의 범위 / 감정 표현,Of all the ... / stand on the side of,상,148,Thunder walked toward the | chair to sit in it.,천둥은 의자에 앉으려고 | 그쪽을 향해 걸어갔습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-033,Reading,"Then, he saw Corky standing with his 18 followers.","그때, 그는 코키가 18명의 추종자와 함께 서 있는 것을 보았습니다.",G0811,최상급의 범위 / 감정 표현,Of all the ... / stand on the side of,상,148,"Then, he saw Corky | standing with his 18 followers.","그때, 그는 코키가 18명의 추종자와 | 함께 서 있는 것을 보았습니다.",Main Clause | Sub Clause,AutoParsed,generic_concept
L08-034,Reading,Thunder realized he was all alone.,천둥은 자신이 완전히 혼자라는 것을 깨달았습니다.,G0811,최상급의 범위 / 감정 표현,Of all the ... / stand on the side of,상,148,Thunder realized he | was all alone.,천둥은 자신이 완전히 | 혼자라는 것을 깨달았습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-035,Reading,“I give up.,“내가 졌다.,G0811,최상급의 범위 / 감정 표현,Of all the ... / stand on the side of,상,148,“I | give up.,“내가 | 졌다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-036,Reading,"You’re the real winner,” Thunder said to Corky.",네가 진정한 승자다”라고 천둥이 코키에게 말했습니다.,G0811,최상급의 범위 / 감정 표현,Of all the ... / stand on the side of,상,148,"You’re the real winner,” | Thunder said to Corky.",네가 진정한 승자다”라고 | 천둥이 코키에게 말했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-037,Reading,"At that moment, the teacher appeared and said.",그 순간 선생님이 나타나 말씀하셨습니다.,G0811,최상급의 범위 / 감정 표현,Of all the ... / stand on the side of,상,148,"At that moment, the | teacher appeared and said.",그 순간 | 선생님이 나타나 말씀하셨습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-038,Reading,"Sooner or later, everyone wants to stand on the side of peace.” Corky returned to the palace as a wise general.",결국 모든 사람은 평화의 편에 서고 싶어 한단다.” 코키는 지혜로운 장군이 되어 궁전으로 돌아갔습니다.,G0811,최상급의 범위 / 감정 표현,Of all the ... / stand on the side of,상,148,"Sooner or later, everyone wants to stand on the side | of peace.” Corky returned to the palace as a wise general.",결국 모든 사람은 평화의 편에 서고 싶어 | 한단다.” 코키는 지혜로운 장군이 되어 궁전으로 돌아갔습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-039,Extra/Extracted,Fact Opinion •   They performed much better than any other team.,사실 의견 • 그들은 다른 어떤 팀보다 훨씬 더 나은 성과를 냈습니다.,,비교급,Comparative,중,135,Fact Opinion •   They | performed much better than any other team.,사실 의견 • 그들은 다른 어떤 | 팀보다 훨씬 더 나은 성과를 냈습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-040,Extra/Extracted,Team NW at th  e Schoo  l Feﬆ  ival Team NW danced on the stage during the school festival.,Team NW at the School Feﬆ Team NW가 학교 축제 기간 동안 무대에서 춤을 췄습니다.,,현재분사/동명사,V-ing,중,135,Team NW at th  e Schoo  l Feﬆ  | ival Team NW danced on the stage during the school festival.,Team NW at the School Feﬆ Team | NW가 학교 축제 기간 동안 무대에서 춤을 췄습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-041,Extra/Extracted,They w ondered i f the s tudents and teache rs would l ike their dancing.,그들은 학생과 교사들이 자신들의 춤을 좋아할지 궁금해했습니다.,,조동사 / 현재분사/동명사,Modal + V / V-ing,중,135,They w ondered i f the s tudents | and teache rs would l ike their dancing.,그들은 학생과 교사들이 | 자신들의 춤을 좋아할지 궁금해했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-042,Extra/Extracted,But they performed much better than any other team.,하지만 그들은 다른 어떤 팀보다 훨씬 더 나은 성과를 냈습니다.,,비교급,Comparative,중,135,But they performed much | better than any other team.,하지만 그들은 다른 어떤 팀보다 | 훨씬 더 나은 성과를 냈습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-043,Extra/Extracted,A lot of students stood up and chee red loudly when t he team danced.,팀이 춤을 추자 많은 학생들이 일어서서 큰 소리로 환호성을 질렀습니다.,,시간의 접속사,When/While + S + V,중,135,A lot of students stood up and | chee red loudly when t he team danced.,팀이 춤을 추자 많은 학생들이 | 일어서서 큰 소리로 환호성을 질렀습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-044,Extra/Extracted,"teacher, said it was the performance of the year.",선생님이 올해의 공연이라고 하더군요.,,비교급,Comparative,중,135,"teacher, said it was | the performance of the year.",선생님이 올해의 | 공연이라고 하더군요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-045,Extra/Extracted,Option 136 Lesson 7 [Page 136] More Info facts in famous paintings Opinion Fact I think this artwork shows the most interesting part of Cervantes’ novel Don Quixote.,옵션 136 7과 [136 쪽] 추가 정보 유명 그림에 대한 사실 의견 사실 이 작품은 세르반테스의 소설 돈키호테에서 가장 흥미로운 부분을 보여주는 것 같아요.,,현재분사/동명사 / 비교급,V-ing / Comparative,중,136,Option 136 Lesson 7 [Page 136] More Info facts in famous paintings Opinion Fact | I think this artwork shows the most interesting part of Cervantes’ novel Don Quixote.,옵션 136 7과 [136 쪽] 추가 정보 유명 그림에 대한 사실 의견 | 사실 이 작품은 세르반테스의 소설 돈키호테에서 가장 흥미로운 부분을 보여주는 것 같아요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-046,Extra/Extracted,Opinion Picasso drew it in 1955 with black lines against a white background.,오피니언 피카소는 1955년 흰색 배경에 검은색 선을 그려 그렸습니다.,,일반 문장,-,중,136,Opinion Picasso drew it in 1955 | with black lines against a white background.,오피니언 피카소는 1955년 흰색 | 배경에 검은색 선을 그려 그렸습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-047,Extra/Extracted,"Fact This drawing, Don Quixote, is one of Picasso’s works.",사실 이 그림 돈키호테는 피카소의 작품 중 하나입니다.,,현재분사/동명사,V-ing,중,136,"Fact This drawing, Don Quixote, | is one of Picasso’s works.",사실 이 그림 돈키호테는 | 피카소의 작품 중 하나입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-048,Extra/Extracted,"Fact I don’t know if the man on the horse is brave, but he looks very tired and hungry.",사실 말을 탄 남자가 용감한지는 모르겠지만 매우 피곤하고 배가 고파 보입니다.,,조건의 접속사,If/Unless + S + V,중,136,"Fact I don’t know if the man on the | horse is brave, but he looks very tired and hungry.",사실 말을 탄 남자가 용감한지는 | 모르겠지만 매우 피곤하고 배가 고파 보입니다.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L08-049,Extra/Extracted,I think he needs some food and water.,내 생각엔 그에게 음식과 물이 좀 필요한 것 같아요.,,비교급,Comparative,중,136,I think he needs | some food and water.,내 생각엔 그에게 음식과 | 물이 좀 필요한 것 같아요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-050,Extra/Extracted,"Opinion Your Own: Fact, Opinion, or Fake 137 [Page 137] Learning Diary Words 1.","나만의 의견: 사실, 의견, 가짜 137 [Page 137] 일기 단어 학습 1.",,현재분사/동명사,V-ing,중,135,"Opinion Your Own: Fact, Opinion, or Fake | 137 [Page 137] Learning Diary Words 1.","나만의 의견: 사실, 의견, 가짜 137 | [Page 137] 일기 단어 학습 1.",Main Clause | Sub Clause,AutoParsed,generic_concept
L08-051,Extra/Extracted,Many boats  to the bottom of the sea every year.,매년 많은 보트가 바다 밑바닥으로 이동합니다.,,to부정사,to + V,중,137,Many boats  to the | bottom of the sea every year.,매년 많은 보트가 | 바다 밑바닥으로 이동합니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-052,Extra/Extracted,What you said to me was a  lie.,당신이 나에게 한 말은 거짓말이었습니다.,,to부정사 / 의문사 구문,to + V / Wh-word,중,137,What you said to | me was a  lie.,당신이 나에게 | 한 말은 거짓말이었습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-053,Extra/Extracted,He played a  role in ing the poor children.,그는 가난한 아이들을 돕는 역할을 했습니다.,,일반 문장,-,중,137,He played a  role | in ing the poor children.,그는 가난한 아이들을 | 돕는 역할을 했습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-054,Extra/Extracted,Read & Write 1)   The man said  very cute.,읽고 쓰기 1) 남자가 너무 귀엽다고 했어요.,,일반 문장,-,중,137,Read & Write 1)   | The man said  very cute.,읽고 쓰기 1) | 남자가 너무 귀엽다고 했어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-055,Extra/Extracted,(2)   The man wondered .,(2) 그 남자는 궁금해했다.,,일반 문장,-,중,137,(2)   | The man wondered .,(2) 그 | 남자는 궁금해했다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-056,Extra/Extracted,Don’t believe everything you see or hear.,당신이 보고 듣는 모든 것을 믿지 마십시오.,,현재분사/동명사 / 지각동사,V-ing / see/hear + O + V(ing),중,137,Don’t believe everything | you see or hear.,당신이 보고 듣는 | 모든 것을 믿지 마십시오.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-057,Extra/Extracted,Listen & Speak 1)   How does the boy feel about the drama?,Listen & Speak 1) 소년은 드라마에 대해 어떻게 생각하나요?,,의문사 구문 / 지각동사,Wh-word / see/hear + O + V(ing),중,138,Listen & Speak 1)   How | does the boy feel about the drama?,Listen & Speak 1) | 소년은 드라마에 대해 어떻게 생각하나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-058,Extra/Extracted,(2)   Why did the boy in the drama give up his life?,(2) 드라마 속 소년은 왜 목숨을 끊었나요?,,의문사 구문,Wh-word,중,137,(2)   Why did the boy | in the drama give up his life?,(2) 드라마 속 | 소년은 왜 목숨을 끊었나요?,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L08-059,Extra/Extracted,(3)   Why doesn’t the girl think it’s a good drama?,(3) 소녀는 왜 그것이 좋은 드라마라고 생각하지 않나요?,,의문사 구문,Wh-word,중,137,(3)   Why doesn’t the | girl think it’s a good drama?,(3) 소녀는 왜 그것이 | 좋은 드라마라고 생각하지 않나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-060,Extra/Extracted,I think it looks funny.,내 생각엔 재미있을 것 같아.,,일반 문장,-,중,137,I think | it looks funny.,내 생각엔 | 재미있을 것 같아.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-061,Extra/Extracted,It’s a perfect pet for us.,그것은 우리에게 완벽한 애완 동물입니다.,,일반 문장,-,중,137,It’s a perfect | pet for us.,그것은 우리에게 | 완벽한 애완 동물입니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-062,Extra/Extracted,How do you feel about this monkey?,이 원숭이에 대해 어떻게 생각하세요?,,의문사 구문 / 지각동사,Wh-word / see/hear + O + V(ing),중,137,How do you | feel about this monkey?,이 원숭이에 | 대해 어떻게 생각하세요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-063,Extra/Extracted,major        spread        recently        complete false          sink             support A: B:   A: ↟Check if it’s from the  sources.,주요 확산은 최근 거짓 싱크 지원을 완료했습니다. A: B: A: ↟소스에서 나온 것인지 확인하세요.,,조건의 접속사,If/Unless + S + V,중,137,major        spread        recently        complete false     |      sink             support A: B:   A: ↟Check if it’s from the  sources.,주요 확산은 최근 거짓 싱크 지원을 완료했습니다. | A: B: A: ↟소스에서 나온 것인지 확인하세요.,Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L08-064,Extra/Extracted,↟Check carefully what is  and what is fake.,"↟ 무엇이 가짜인지, 무엇이 가짜인지 잘 확인해보세요.",,의문사 구문,Wh-word,중,137,↟Check carefully what is |  and what is fake.,"↟ 무엇이 가짜인지, | 무엇이 가짜인지 잘 확인해보세요.",Main Clause | Sub Clause,AutoParsed,generic_concept
L08-065,Extra/Extracted,↟Stories  very fast.,↟스토리가 매우 빠릅니다.,,일반 문장,-,중,137,↟Stories  | very fast.,↟스토리가 | 매우 빠릅니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-066,Extra/Extracted,↟There are many Internet sites full of information.,↟ 정보가 가득한 인터넷 사이트가 많이 있습니다.,,일반 문장,-,중,137,↟There are many Internet | sites full of information.,↟ 정보가 가득한 | 인터넷 사이트가 많이 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-067,Extra/Extracted,Does she like this food?,그녀는 이 음식을 좋아하나요?,,일반 문장,-,중,,Does she | like this food?,그녀는 이 | 음식을 좋아하나요?,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-068,Extra/Extracted,"How to think about information you see Why learn this skill 138 Lesson 7 [Page 138] Early in the Morning by Cliff  Richard Let’s Sing Along Something in the early morning And you’ll be coming home, Tells me that today you’re on your way home to me In the sun there’s so much yellow Words Listen & Speak Read & Write Fact, Opinion, or Fake 139 [Page 139] Self-check׮ I’m angry.","보이는 정보에 대해 생각하는 방법 이 기술을 배워야 하는 이유 138 Lesson 7 [Page 138] Early in the Morning by Cliff Richard Let's Sing Along Something in the early morning And you'll be getting home, Tell me that you're to your home to me. 태양 아래에는 노란색 단어가 너무 많습니다. Listen & Speak Read & Write Fact, Opinion, or Fake 139 [Page 139] 자가 점검 ׮ 화났어요.",,to부정사 / 접속사/관계대명사 that,to + V / that + S + V / N + that,중,135,"How to think about information you see Why learn this skill 138 Lesson 7 [Page 138] Early in the Morning by Cliff  Richard Let’s Sing Along Something in the early morning And you’ll be coming | home, Tells me that today you’re on your way home to me In the sun there’s so much yellow Words Listen & Speak Read & Write Fact, Opinion, or Fake 139 [Page 139] Self-check׮ I’m angry.","보이는 정보에 대해 생각하는 방법 이 기술을 배워야 하는 이유 138 Lesson 7 [Page 138] Early in the Morning by Cliff Richard Let's Sing Along Something in the early morning And you'll be | getting home, Tell me that you're to your home to me. 태양 아래에는 노란색 단어가 너무 많습니다. Listen & Speak Read & Write Fact, Opinion, or Fake 139 [Page 139] 자가 점검 ׮ 화났어요.",Main Clause | Sub Clause,AutoParsed,"has_or_not, verb_of_uncertainty"
L08-069,Extra/Extracted,I hate cold weather.,나는 추운 날씨를 싫어한다.,,비교급,Comparative,중,139,I hate | cold weather.,나는 추운 | 날씨를 싫어한다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-070,Extra/Extracted,Get Readyਸ଺ইചо We’ll learn ....,준비하세요ਸ ଺ই ചо 우리는 배울 것입니다 ....,,일반 문장,-,중,,Get Readyਸ଺ইചо | We’ll learn ....,준비하세요ਸ ଺ই ചо | 우리는 배울 것입니다 ....,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-071,Extra/Extracted,Make Peacewith Others Lesson 140 Lesson 8 [Page 140] Watch & Think Make Peace with Others 141 [Page 141] A     Listen and number.,다른 사람들과 화해하십시오 제 140과 8과 [페이지 140] 경계하고 생각하십시오 다른 사람들과 화해하십시오 141 [페이지 141] A 듣고 번호를 매기십시오.,,비교급 / 사역동사,Comparative / make/have/let + O + V,중,139,Make Peacewith Others Lesson 140 Lesson 8 [Page 140] Watch & Think Make | Peace with Others 141 [Page 141] A     Listen and number.,다른 사람들과 화해하십시오 제 140과 8과 [페이지 140] 경계하고 생각하십시오 | 다른 사람들과 화해하십시오 141 [페이지 141] A 듣고 번호를 매기십시오.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-072,Extra/Extracted,׮ Start O f f Your Turn Talk with your partner.,׮ 귀하의 차례 시작 파트너와 대화하십시오.,,비교급,Comparative,중,141,׮ Start O f f | Your Turn Talk with your partner.,׮ 귀하의 차례 | 시작 파트너와 대화하십시오.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-073,Extra/Extracted,Listen & Talk I can‛t stand this place.,Listen & Talk 나는 이곳을 참을 수 없습니다.,,조동사,Modal + V,중,141,Listen & Talk I | can‛t stand this place.,Listen & Talk 나는 | 이곳을 참을 수 없습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-074,Extra/Extracted,We‛re at the festival.,우리는 축제에 있습니다.,,일반 문장,-,중,144,We‛re at | the festival.,우리는 | 축제에 있습니다.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-075,Extra/Extracted,noisycrowdedcold hot dirty B     Listen and choose.,시끄럽고 붐비고 춥고 덥고 더러워요 B 듣고 선택하세요.,,일반 문장,-,중,141,noisycrowdedcold hot dirty B  |    Listen and choose.,시끄럽고 붐비고 춥고 덥고 | 더러워요 B 듣고 선택하세요.,Main Clause | Sub Clause,AutoParsed,generic_concept
L08-076,Extra/Extracted,142 Lesson 8 [Page 142] I can’t stand it.,142 8과 [쪽 142] 도저히 참을 수가 없어요.,,조동사,Modal + V,중,142,142 Lesson 8 [Page | 142] I can’t stand it.,142 8과 [쪽 142] | 도저히 참을 수가 없어요.,Main Clause | Sub Clause,AutoParsed,generic_concept
